"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-6.584728,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.916659,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,7.529873,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-2.11295,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-8.520787,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,21.0082,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",89.57396,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",91.11307,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",93.03693,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",95.28433,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.7514,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.8321,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",105.6205,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",108.5446,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",111.4584,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",113.8151,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",117.0543,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1993","1993","PC","Percentage","0","Units",,,3.003973,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1994","1994","PC","Percentage","0","Units",,,3.091246,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1995","1995","PC","Percentage","0","Units",,,3.218081,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1996","1996","PC","Percentage","0","Units",,,3.233759,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1997","1997","PC","Percentage","0","Units",,,3.052863,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1998","1998","PC","Percentage","0","Units",,,3.357717,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","1999","1999","PC","Percentage","0","Units",,,2.844206,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,3.257106,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,3.746326,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.766659,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,2.376375,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,2.719351,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.563259,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.486755,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.688152,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.527348,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.078124,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,-0.4237131,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.307715,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.150903,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.31419,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.498516,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.057285,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.401378,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.420502,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.375373,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.424922,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.877177,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.506377,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2010","2010","IDX","Index","0","Units","2013M12_100","2013M12=100",87.50425,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2013M12_100","2013M12=100",91.16375,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2013M12_100","2013M12=100",94.78542,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2013M12_100","2013M12=100",98.25317,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2013M12_100","2013M12=100",101.4743,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2013M12_100","2013M12=100",105.1423,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2013M12_100","2013M12=100",108.0949,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2017","2017","IDX","Index","0","Units","2013M12_100","2013M12=100",110.6178,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2018","2018","IDX","Index","0","Units","2013M12_100","2013M12=100",113.1543,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2019","2019","IDX","Index","0","Units","2013M12_100","2013M12=100",116.4368,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2020","2020","IDX","Index","0","Units","2013M12_100","2013M12=100",118.7272,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2021","2021","IDX","Index","0","Units","2013M12_100","2013M12=100",120.4061,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",62.81824,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",64.6105,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",66.54379,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",68.34292,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",69.97349,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",71.5731,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",73.05919,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",74.83768,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",76.83633,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",78.61826,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",79.76379,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",81.16732,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",82.92861,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",85.00294,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",86.98952,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",88.98849,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",90.50079,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",91.36829,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",92.8837,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",94.84354,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",96.5157,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.20441,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.2109,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.0962,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",106.3236,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",108.6541,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",110.5043,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",114.4516,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",89.94379,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",92.43082,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",92.82051,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",94.71152,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.25536,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.6302,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.7896,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.3189,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",110.496,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",112.159,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",117.816,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.765083,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.4216049,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.037282,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.685882,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.822092,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.63021,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.104085,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.413655,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.960448,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.504988,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,5.043777,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.718252,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.111512,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.415601,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.589164,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.300327,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.832059,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.71165,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.768484,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.684467,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.114362,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.84604,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","1993","1993","PC","Percentage","0","Units",,,3.303728,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","1994","1994","PC","Percentage","0","Units",,,2.853075,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","1995","1995","PC","Percentage","0","Units",,,2.992227,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","1996","1996","PC","Percentage","0","Units",,,2.703681,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","1997","1997","PC","Percentage","0","Units",,,2.385866,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","1998","1998","PC","Percentage","0","Units",,,2.286023,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","1999","1999","PC","Percentage","0","Units",,,2.076324,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2000","2000","PC","Percentage","0","Units",,,2.434316,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2001","2001","PC","Percentage","0","Units",,,2.67065,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,2.319126,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,1.457075,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,1.759607,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,2.169951,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,2.501348,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,2.33707,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,2.297935,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,1.699436,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,0.9585605,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.658561,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.110004,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.763072,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.749671,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.828419,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.210902,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.84449,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.139733,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.19197,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.702817,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,3.572036,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",96.07359,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",101.19,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",103.2342,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",103.2852,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",103.4346,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",98.64105,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",99.74477,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",101.6036,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",101.9607,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",101.7037,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",109.6439,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",72.01,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",73.61,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",76.46,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",77.96,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",79.38,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",82.81,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",88.17,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",88.64,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",88.97,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",93.28,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",95.61,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",96.49,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.84,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",98.63,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",98.42,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",98.85,,
"USA","United States","CPHP0100","HICP: 01 - Food and non-Alcoholic beverages","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",99.71,,
