ID,Royal Mail,Energy,Water,Rail
1471,Public sector,Public sector,Public sector,Public sector
156,Public sector,Public sector,Public sector,Public sector
1050,Public sector,Public sector,Public sector,Public sector
949,Public sector,Public sector,Public sector,Public sector
1344,Public sector,Public sector,Public sector,Public sector
678,Public sector,Public sector,Public sector,Public sector
557,Public sector,Public sector,Public sector,Public sector
209,Public sector,Public sector,Public sector,Public sector
1152,Public sector,Public sector,Public sector,Public sector
410,Public sector,Public sector,Public sector,Public sector
1682,Private sector,Private sector,Public sector,Public sector
481,Public sector,Public sector,Public sector,Public sector
375,Public sector,Public sector,Public sector,Public sector
1118,Public sector,Public sector,Public sector,Public sector
498,Public sector,Public sector,Public sector,Public sector
416,Public sector,Public sector,Public sector,Public sector
676,Public sector,Public sector,Public sector,Public sector
1522,Public sector,Public sector,Public sector,Public sector
315,Public sector,Public sector,Public sector,Public sector
1728,Don't know,Private sector,Public sector,Public sector
1623,Private sector,Private sector,Public sector,Public sector
1683,Private sector,Private sector,Public sector,Public sector
876,Public sector,Public sector,Public sector,Public sector
1455,Public sector,Public sector,Public sector,Public sector
1430,Public sector,Public sector,Public sector,Public sector
990,Public sector,Public sector,Public sector,Public sector
1634,Private sector,Private sector,Public sector,Public sector
1721,Don't know,Private sector,Public sector,Public sector
229,Public sector,Public sector,Public sector,Public sector
1064,Public sector,Public sector,Public sector,Public sector
200,Public sector,Public sector,Public sector,Public sector
1706,Private sector,Private sector,Public sector,Public sector
1181,Public sector,Public sector,Public sector,Public sector
1091,Public sector,Public sector,Public sector,Public sector
1392,Public sector,Public sector,Public sector,Public sector
148,Public sector,Public sector,Public sector,Public sector
188,Public sector,Public sector,Public sector,Public sector
408,Public sector,Public sector,Public sector,Public sector
68,Public sector,Public sector,Public sector,Public sector
299,Public sector,Public sector,Public sector,Public sector
1606,Private sector,Public sector,Public sector,Public sector
766,Public sector,Public sector,Public sector,Public sector
1347,Public sector,Public sector,Public sector,Public sector
692,Public sector,Public sector,Public sector,Public sector
944,Public sector,Public sector,Public sector,Public sector
820,Public sector,Public sector,Public sector,Public sector
955,Public sector,Public sector,Public sector,Public sector
839,Public sector,Public sector,Public sector,Public sector
1023,Public sector,Public sector,Public sector,Public sector
1566,Public sector,Public sector,Public sector,Public sector
133,Public sector,Public sector,Public sector,Public sector
1609,Private sector,Public sector,Public sector,Public sector
1741,Don't know,Don't know,Public sector,Public sector
867,Public sector,Public sector,Public sector,Public sector
391,Public sector,Public sector,Public sector,Public sector
1366,Public sector,Public sector,Public sector,Public sector
213,Public sector,Public sector,Public sector,Public sector
1317,Public sector,Public sector,Public sector,Public sector
1761,Don't know,Don't know,Private sector,Private sector
175,Public sector,Public sector,Public sector,Public sector
249,Public sector,Public sector,Public sector,Public sector
701,Public sector,Public sector,Public sector,Public sector
418,Public sector,Public sector,Public sector,Public sector
1042,Public sector,Public sector,Public sector,Public sector
599,Public sector,Public sector,Public sector,Public sector
231,Public sector,Public sector,Public sector,Public sector
62,Public sector,Public sector,Public sector,Public sector
1330,Public sector,Public sector,Public sector,Public sector
339,Public sector,Public sector,Public sector,Public sector
781,Public sector,Public sector,Public sector,Public sector
197,Public sector,Public sector,Public sector,Public sector
881,Public sector,Public sector,Public sector,Public sector
1257,Public sector,Public sector,Public sector,Public sector
277,Public sector,Public sector,Public sector,Public sector
1428,Public sector,Public sector,Public sector,Public sector
444,Public sector,Public sector,Public sector,Public sector
1750,Don't know,Don't know,Private sector,Private sector
1047,Public sector,Public sector,Public sector,Public sector
756,Public sector,Public sector,Public sector,Public sector
1070,Public sector,Public sector,Public sector,Public sector
658,Public sector,Public sector,Public sector,Public sector
582,Public sector,Public sector,Public sector,Public sector
1044,Public sector,Public sector,Public sector,Public sector
621,Public sector,Public sector,Public sector,Public sector
744,Public sector,Public sector,Public sector,Public sector
748,Public sector,Public sector,Public sector,Public sector
1724,Don't know,Private sector,Public sector,Public sector
275,Public sector,Public sector,Public sector,Public sector
492,Public sector,Public sector,Public sector,Public sector
1738,Don't know,Don't know,Public sector,Public sector
1371,Public sector,Public sector,Public sector,Public sector
50,Public sector,Public sector,Public sector,Public sector
52,Public sector,Public sector,Public sector,Public sector
1432,Public sector,Public sector,Public sector,Public sector
1259,Public sector,Public sector,Public sector,Public sector
282,Public sector,Public sector,Public sector,Public sector
1089,Public sector,Public sector,Public sector,Public sector
1067,Public sector,Public sector,Public sector,Public sector
567,Public sector,Public sector,Public sector,Public sector
490,Public sector,Public sector,Public sector,Public sector
1378,Public sector,Public sector,Public sector,Public sector
908,Public sector,Public sector,Public sector,Public sector
106,Public sector,Public sector,Public sector,Public sector
36,Public sector,Public sector,Public sector,Public sector
796,Public sector,Public sector,Public sector,Public sector
1834,Don't know,Don't know,Don't know,Don't know
192,Public sector,Public sector,Public sector,Public sector
1423,Public sector,Public sector,Public sector,Public sector
1462,Public sector,Public sector,Public sector,Public sector
1524,Public sector,Public sector,Public sector,Public sector
70,Public sector,Public sector,Public sector,Public sector
586,Public sector,Public sector,Public sector,Public sector
735,Public sector,Public sector,Public sector,Public sector
1038,Public sector,Public sector,Public sector,Public sector
5,Public sector,Public sector,Public sector,Public sector
620,Public sector,Public sector,Public sector,Public sector
443,Public sector,Public sector,Public sector,Public sector
732,Public sector,Public sector,Public sector,Public sector
1365,Public sector,Public sector,Public sector,Public sector
641,Public sector,Public sector,Public sector,Public sector
26,Public sector,Public sector,Public sector,Public sector
239,Public sector,Public sector,Public sector,Public sector
1847,Don't know,Don't know,Don't know,Don't know
1704,Private sector,Private sector,Public sector,Public sector
1393,Public sector,Public sector,Public sector,Public sector
649,Public sector,Public sector,Public sector,Public sector
1310,Public sector,Public sector,Public sector,Public sector
710,Public sector,Public sector,Public sector,Public sector
705,Public sector,Public sector,Public sector,Public sector
1115,Public sector,Public sector,Public sector,Public sector
494,Public sector,Public sector,Public sector,Public sector
92,Public sector,Public sector,Public sector,Public sector
394,Public sector,Public sector,Public sector,Public sector
516,Public sector,Public sector,Public sector,Public sector
1820,Don't know,Don't know,Don't know,Don't know
844,Public sector,Public sector,Public sector,Public sector
1214,Public sector,Public sector,Public sector,Public sector
1398,Public sector,Public sector,Public sector,Public sector
343,Public sector,Public sector,Public sector,Public sector
1068,Public sector,Public sector,Public sector,Public sector
1639,Private sector,Private sector,Public sector,Public sector
1082,Public sector,Public sector,Public sector,Public sector
1646,Private sector,Private sector,Public sector,Public sector
1836,Don't know,Don't know,Don't know,Don't know
419,Public sector,Public sector,Public sector,Public sector
787,Public sector,Public sector,Public sector,Public sector
415,Public sector,Public sector,Public sector,Public sector
1674,Private sector,Private sector,Public sector,Public sector
559,Public sector,Public sector,Public sector,Public sector
47,Public sector,Public sector,Public sector,Public sector
1574,Public sector,Public sector,Public sector,Public sector
1340,Public sector,Public sector,Public sector,Public sector
210,Public sector,Public sector,Public sector,Public sector
553,Public sector,Public sector,Public sector,Public sector
1523,Public sector,Public sector,Public sector,Public sector
581,Public sector,Public sector,Public sector,Public sector
1660,Private sector,Private sector,Public sector,Public sector
15,Public sector,Public sector,Public sector,Public sector
302,Public sector,Public sector,Public sector,Public sector
364,Public sector,Public sector,Public sector,Public sector
1006,Public sector,Public sector,Public sector,Public sector
1078,Public sector,Public sector,Public sector,Public sector
1783,Don't know,Don't know,Private sector,Private sector
247,Public sector,Public sector,Public sector,Public sector
1687,Private sector,Private sector,Public sector,Public sector
616,Public sector,Public sector,Public sector,Public sector
1599,Private sector,Public sector,Public sector,Public sector
1689,Private sector,Private sector,Public sector,Public sector
1164,Public sector,Public sector,Public sector,Public sector
1077,Public sector,Public sector,Public sector,Public sector
925,Public sector,Public sector,Public sector,Public sector
1281,Public sector,Public sector,Public sector,Public sector
1305,Public sector,Public sector,Public sector,Public sector
1731,Don't know,Don't know,Public sector,Public sector
1061,Public sector,Public sector,Public sector,Public sector
1502,Public sector,Public sector,Public sector,Public sector
1354,Public sector,Public sector,Public sector,Public sector
1066,Public sector,Public sector,Public sector,Public sector
1207,Public sector,Public sector,Public sector,Public sector
1405,Public sector,Public sector,Public sector,Public sector
1491,Public sector,Public sector,Public sector,Public sector
387,Public sector,Public sector,Public sector,Public sector
1178,Public sector,Public sector,Public sector,Public sector
1525,Public sector,Public sector,Public sector,Public sector
591,Public sector,Public sector,Public sector,Public sector
496,Public sector,Public sector,Public sector,Public sector
1570,Public sector,Public sector,Public sector,Public sector
1220,Public sector,Public sector,Public sector,Public sector
372,Public sector,Public sector,Public sector,Public sector
1162,Public sector,Public sector,Public sector,Public sector
1726,Don't know,Private sector,Public sector,Public sector
1793,Don't know,Don't know,Private sector,Private sector
221,Public sector,Public sector,Public sector,Public sector
306,Public sector,Public sector,Public sector,Public sector
1811,Don't know,Don't know,Don't know,Don't know
85,Public sector,Public sector,Public sector,Public sector
1417,Public sector,Public sector,Public sector,Public sector
1252,Public sector,Public sector,Public sector,Public sector
684,Public sector,Public sector,Public sector,Public sector
1030,Public sector,Public sector,Public sector,Public sector
1408,Public sector,Public sector,Public sector,Public sector
636,Public sector,Public sector,Public sector,Public sector
2,Public sector,Public sector,Public sector,Public sector
987,Public sector,Public sector,Public sector,Public sector
1283,Public sector,Public sector,Public sector,Public sector
1647,Private sector,Private sector,Public sector,Public sector
695,Public sector,Public sector,Public sector,Public sector
1481,Public sector,Public sector,Public sector,Public sector
17,Public sector,Public sector,Public sector,Public sector
1319,Public sector,Public sector,Public sector,Public sector
1853,Don't know,Don't know,Don't know,Don't know
325,Public sector,Public sector,Public sector,Public sector
661,Public sector,Public sector,Public sector,Public sector
1355,Public sector,Public sector,Public sector,Public sector
1316,Public sector,Public sector,Public sector,Public sector
1576,Public sector,Public sector,Public sector,Public sector
230,Public sector,Public sector,Public sector,Public sector
1755,Don't know,Don't know,Private sector,Private sector
762,Public sector,Public sector,Public sector,Public sector
1377,Public sector,Public sector,Public sector,Public sector
1294,Public sector,Public sector,Public sector,Public sector
370,Public sector,Public sector,Public sector,Public sector
1753,Don't know,Don't know,Private sector,Private sector
855,Public sector,Public sector,Public sector,Public sector
958,Public sector,Public sector,Public sector,Public sector
660,Public sector,Public sector,Public sector,Public sector
1549,Public sector,Public sector,Public sector,Public sector
1787,Don't know,Don't know,Private sector,Private sector
1556,Public sector,Public sector,Public sector,Public sector
439,Public sector,Public sector,Public sector,Public sector
872,Public sector,Public sector,Public sector,Public sector
173,Public sector,Public sector,Public sector,Public sector
1175,Public sector,Public sector,Public sector,Public sector
447,Public sector,Public sector,Public sector,Public sector
1529,Public sector,Public sector,Public sector,Public sector
777,Public sector,Public sector,Public sector,Public sector
1032,Public sector,Public sector,Public sector,Public sector
736,Public sector,Public sector,Public sector,Public sector
28,Public sector,Public sector,Public sector,Public sector
1027,Public sector,Public sector,Public sector,Public sector
1814,Don't know,Don't know,Don't know,Don't know
1332,Public sector,Public sector,Public sector,Public sector
1855,Don't know,Don't know,Don't know,Don't know
1013,Public sector,Public sector,Public sector,Public sector
1444,Public sector,Public sector,Public sector,Public sector
1579,Public sector,Public sector,Public sector,Public sector
1716,Don't know,Private sector,Public sector,Public sector
1584,Private sector,Public sector,Public sector,Public sector
1063,Public sector,Public sector,Public sector,Public sector
631,Public sector,Public sector,Public sector,Public sector
1571,Public sector,Public sector,Public sector,Public sector
643,Public sector,Public sector,Public sector,Public sector
1170,Public sector,Public sector,Public sector,Public sector
1005,Public sector,Public sector,Public sector,Public sector
1414,Public sector,Public sector,Public sector,Public sector
301,Public sector,Public sector,Public sector,Public sector
1080,Public sector,Public sector,Public sector,Public sector
556,Public sector,Public sector,Public sector,Public sector
1037,Public sector,Public sector,Public sector,Public sector
14,Public sector,Public sector,Public sector,Public sector
1331,Public sector,Public sector,Public sector,Public sector
121,Public sector,Public sector,Public sector,Public sector
345,Public sector,Public sector,Public sector,Public sector
1708,Private sector,Private sector,Public sector,Public sector
8,Public sector,Public sector,Public sector,Public sector
743,Public sector,Public sector,Public sector,Public sector
1370,Public sector,Public sector,Public sector,Public sector
1557,Public sector,Public sector,Public sector,Public sector
1670,Private sector,Private sector,Public sector,Public sector
610,Public sector,Public sector,Public sector,Public sector
1029,Public sector,Public sector,Public sector,Public sector
1348,Public sector,Public sector,Public sector,Public sector
1085,Public sector,Public sector,Public sector,Public sector
44,Public sector,Public sector,Public sector,Public sector
1345,Public sector,Public sector,Public sector,Public sector
1440,Public sector,Public sector,Public sector,Public sector
1288,Public sector,Public sector,Public sector,Public sector
1213,Public sector,Public sector,Public sector,Public sector
1759,Don't know,Don't know,Private sector,Private sector
1334,Public sector,Public sector,Public sector,Public sector
1548,Public sector,Public sector,Public sector,Public sector
167,Public sector,Public sector,Public sector,Public sector
829,Public sector,Public sector,Public sector,Public sector
558,Public sector,Public sector,Public sector,Public sector
353,Public sector,Public sector,Public sector,Public sector
564,Public sector,Public sector,Public sector,Public sector
1745,Don't know,Don't know,Public sector,Public sector
265,Public sector,Public sector,Public sector,Public sector
1260,Public sector,Public sector,Public sector,Public sector
1602,Private sector,Public sector,Public sector,Public sector
190,Public sector,Public sector,Public sector,Public sector
1598,Private sector,Public sector,Public sector,Public sector
1033,Public sector,Public sector,Public sector,Public sector
1830,Don't know,Don't know,Don't know,Don't know
398,Public sector,Public sector,Public sector,Public sector
1528,Public sector,Public sector,Public sector,Public sector
1688,Private sector,Private sector,Public sector,Public sector
1594,Private sector,Public sector,Public sector,Public sector
1460,Public sector,Public sector,Public sector,Public sector
445,Public sector,Public sector,Public sector,Public sector
1740,Don't know,Don't know,Public sector,Public sector
657,Public sector,Public sector,Public sector,Public sector
1191,Public sector,Public sector,Public sector,Public sector
812,Public sector,Public sector,Public sector,Public sector
1664,Private sector,Private sector,Public sector,Public sector
654,Public sector,Public sector,Public sector,Public sector
1507,Public sector,Public sector,Public sector,Public sector
1635,Private sector,Private sector,Public sector,Public sector
1001,Public sector,Public sector,Public sector,Public sector
1655,Private sector,Private sector,Public sector,Public sector
234,Public sector,Public sector,Public sector,Public sector
513,Public sector,Public sector,Public sector,Public sector
1320,Public sector,Public sector,Public sector,Public sector
685,Public sector,Public sector,Public sector,Public sector
393,Public sector,Public sector,Public sector,Public sector
1093,Public sector,Public sector,Public sector,Public sector
198,Public sector,Public sector,Public sector,Public sector
632,Public sector,Public sector,Public sector,Public sector
1559,Public sector,Public sector,Public sector,Public sector
1604,Private sector,Public sector,Public sector,Public sector
878,Public sector,Public sector,Public sector,Public sector
186,Public sector,Public sector,Public sector,Public sector
7,Public sector,Public sector,Public sector,Public sector
1105,Public sector,Public sector,Public sector,Public sector
217,Public sector,Public sector,Public sector,Public sector
1117,Public sector,Public sector,Public sector,Public sector
769,Public sector,Public sector,Public sector,Public sector
1742,Don't know,Don't know,Public sector,Public sector
336,Public sector,Public sector,Public sector,Public sector
271,Public sector,Public sector,Public sector,Public sector
1102,Public sector,Public sector,Public sector,Public sector
1383,Public sector,Public sector,Public sector,Public sector
1048,Public sector,Public sector,Public sector,Public sector
723,Public sector,Public sector,Public sector,Public sector
1730,Don't know,Don't know,Public sector,Public sector
1097,Public sector,Public sector,Public sector,Public sector
24,Public sector,Public sector,Public sector,Public sector
1763,Don't know,Don't know,Private sector,Private sector
139,Public sector,Public sector,Public sector,Public sector
327,Public sector,Public sector,Public sector,Public sector
1021,Public sector,Public sector,Public sector,Public sector
691,Public sector,Public sector,Public sector,Public sector
857,Public sector,Public sector,Public sector,Public sector
360,Public sector,Public sector,Public sector,Public sector
719,Public sector,Public sector,Public sector,Public sector
356,Public sector,Public sector,Public sector,Public sector
323,Public sector,Public sector,Public sector,Public sector
273,Public sector,Public sector,Public sector,Public sector
1801,Don't know,Don't know,Private sector,Private sector
218,Public sector,Public sector,Public sector,Public sector
538,Public sector,Public sector,Public sector,Public sector
1302,Public sector,Public sector,Public sector,Public sector
1486,Public sector,Public sector,Public sector,Public sector
1479,Public sector,Public sector,Public sector,Public sector
1230,Public sector,Public sector,Public sector,Public sector
1672,Private sector,Private sector,Public sector,Public sector
1600,Private sector,Public sector,Public sector,Public sector
1268,Public sector,Public sector,Public sector,Public sector
172,Public sector,Public sector,Public sector,Public sector
910,Public sector,Public sector,Public sector,Public sector
612,Public sector,Public sector,Public sector,Public sector
644,Public sector,Public sector,Public sector,Public sector
1263,Public sector,Public sector,Public sector,Public sector
69,Public sector,Public sector,Public sector,Public sector
1662,Private sector,Private sector,Public sector,Public sector
147,Public sector,Public sector,Public sector,Public sector
965,Public sector,Public sector,Public sector,Public sector
56,Public sector,Public sector,Public sector,Public sector
717,Public sector,Public sector,Public sector,Public sector
999,Public sector,Public sector,Public sector,Public sector
1530,Public sector,Public sector,Public sector,Public sector
105,Public sector,Public sector,Public sector,Public sector
1134,Public sector,Public sector,Public sector,Public sector
943,Public sector,Public sector,Public sector,Public sector
441,Public sector,Public sector,Public sector,Public sector
809,Public sector,Public sector,Public sector,Public sector
157,Public sector,Public sector,Public sector,Public sector
690,Public sector,Public sector,Public sector,Public sector
1720,Don't know,Private sector,Public sector,Public sector
287,Public sector,Public sector,Public sector,Public sector
1453,Public sector,Public sector,Public sector,Public sector
1141,Public sector,Public sector,Public sector,Public sector
359,Public sector,Public sector,Public sector,Public sector
1573,Public sector,Public sector,Public sector,Public sector
112,Public sector,Public sector,Public sector,Public sector
266,Public sector,Public sector,Public sector,Public sector
451,Public sector,Public sector,Public sector,Public sector
1709,Private sector,Private sector,Public sector,Public sector
423,Public sector,Public sector,Public sector,Public sector
1200,Public sector,Public sector,Public sector,Public sector
37,Public sector,Public sector,Public sector,Public sector
12,Public sector,Public sector,Public sector,Public sector
707,Public sector,Public sector,Public sector,Public sector
1145,Public sector,Public sector,Public sector,Public sector
358,Public sector,Public sector,Public sector,Public sector
1494,Public sector,Public sector,Public sector,Public sector
826,Public sector,Public sector,Public sector,Public sector
450,Public sector,Public sector,Public sector,Public sector
1701,Private sector,Private sector,Public sector,Public sector
257,Public sector,Public sector,Public sector,Public sector
1578,Public sector,Public sector,Public sector,Public sector
179,Public sector,Public sector,Public sector,Public sector
154,Public sector,Public sector,Public sector,Public sector
1104,Public sector,Public sector,Public sector,Public sector
1409,Public sector,Public sector,Public sector,Public sector
1313,Public sector,Public sector,Public sector,Public sector
1368,Public sector,Public sector,Public sector,Public sector
1727,Don't know,Private sector,Public sector,Public sector
1246,Public sector,Public sector,Public sector,Public sector
1781,Don't know,Don't know,Private sector,Private sector
1311,Public sector,Public sector,Public sector,Public sector
1681,Private sector,Private sector,Public sector,Public sector
672,Public sector,Public sector,Public sector,Public sector
46,Public sector,Public sector,Public sector,Public sector
158,Public sector,Public sector,Public sector,Public sector
74,Public sector,Public sector,Public sector,Public sector
1135,Public sector,Public sector,Public sector,Public sector
941,Public sector,Public sector,Public sector,Public sector
1269,Public sector,Public sector,Public sector,Public sector
1148,Public sector,Public sector,Public sector,Public sector
374,Public sector,Public sector,Public sector,Public sector
212,Public sector,Public sector,Public sector,Public sector
1782,Don't know,Don't know,Private sector,Private sector
332,Public sector,Public sector,Public sector,Public sector
392,Public sector,Public sector,Public sector,Public sector
1544,Public sector,Public sector,Public sector,Public sector
800,Public sector,Public sector,Public sector,Public sector
1490,Public sector,Public sector,Public sector,Public sector
1425,Public sector,Public sector,Public sector,Public sector
722,Public sector,Public sector,Public sector,Public sector
122,Public sector,Public sector,Public sector,Public sector
1424,Public sector,Public sector,Public sector,Public sector
933,Public sector,Public sector,Public sector,Public sector
1232,Public sector,Public sector,Public sector,Public sector
774,Public sector,Public sector,Public sector,Public sector
1461,Public sector,Public sector,Public sector,Public sector
1233,Public sector,Public sector,Public sector,Public sector
140,Public sector,Public sector,Public sector,Public sector
673,Public sector,Public sector,Public sector,Public sector
185,Public sector,Public sector,Public sector,Public sector
272,Public sector,Public sector,Public sector,Public sector
1274,Public sector,Public sector,Public sector,Public sector
1357,Public sector,Public sector,Public sector,Public sector
238,Public sector,Public sector,Public sector,Public sector
114,Public sector,Public sector,Public sector,Public sector
560,Public sector,Public sector,Public sector,Public sector
575,Public sector,Public sector,Public sector,Public sector
101,Public sector,Public sector,Public sector,Public sector
584,Public sector,Public sector,Public sector,Public sector
1686,Private sector,Private sector,Public sector,Public sector
1343,Public sector,Public sector,Public sector,Public sector
1591,Private sector,Public sector,Public sector,Public sector
264,Public sector,Public sector,Public sector,Public sector
407,Public sector,Public sector,Public sector,Public sector
1447,Public sector,Public sector,Public sector,Public sector
330,Public sector,Public sector,Public sector,Public sector
671,Public sector,Public sector,Public sector,Public sector
859,Public sector,Public sector,Public sector,Public sector
1563,Public sector,Public sector,Public sector,Public sector
1459,Public sector,Public sector,Public sector,Public sector
837,Public sector,Public sector,Public sector,Public sector
795,Public sector,Public sector,Public sector,Public sector
342,Public sector,Public sector,Public sector,Public sector
143,Public sector,Public sector,Public sector,Public sector
758,Public sector,Public sector,Public sector,Public sector
1158,Public sector,Public sector,Public sector,Public sector
274,Public sector,Public sector,Public sector,Public sector
1564,Public sector,Public sector,Public sector,Public sector
300,Public sector,Public sector,Public sector,Public sector
1835,Don't know,Don't know,Don't know,Don't know
1351,Public sector,Public sector,Public sector,Public sector
1168,Public sector,Public sector,Public sector,Public sector
130,Public sector,Public sector,Public sector,Public sector
1796,Don't know,Don't know,Private sector,Private sector
945,Public sector,Public sector,Public sector,Public sector
640,Public sector,Public sector,Public sector,Public sector
1437,Public sector,Public sector,Public sector,Public sector
721,Public sector,Public sector,Public sector,Public sector
1657,Private sector,Private sector,Public sector,Public sector
1637,Private sector,Private sector,Public sector,Public sector
404,Public sector,Public sector,Public sector,Public sector
437,Public sector,Public sector,Public sector,Public sector
1364,Public sector,Public sector,Public sector,Public sector
1035,Public sector,Public sector,Public sector,Public sector
1113,Public sector,Public sector,Public sector,Public sector
1516,Public sector,Public sector,Public sector,Public sector
1137,Public sector,Public sector,Public sector,Public sector
1081,Public sector,Public sector,Public sector,Public sector
1022,Public sector,Public sector,Public sector,Public sector
1163,Public sector,Public sector,Public sector,Public sector
763,Public sector,Public sector,Public sector,Public sector
146,Public sector,Public sector,Public sector,Public sector
551,Public sector,Public sector,Public sector,Public sector
426,Public sector,Public sector,Public sector,Public sector
887,Public sector,Public sector,Public sector,Public sector
682,Public sector,Public sector,Public sector,Public sector
761,Public sector,Public sector,Public sector,Public sector
1314,Public sector,Public sector,Public sector,Public sector
1439,Public sector,Public sector,Public sector,Public sector
1487,Public sector,Public sector,Public sector,Public sector
1205,Public sector,Public sector,Public sector,Public sector
527,Public sector,Public sector,Public sector,Public sector
555,Public sector,Public sector,Public sector,Public sector
1341,Public sector,Public sector,Public sector,Public sector
314,Public sector,Public sector,Public sector,Public sector
1256,Public sector,Public sector,Public sector,Public sector
150,Public sector,Public sector,Public sector,Public sector
1154,Public sector,Public sector,Public sector,Public sector
108,Public sector,Public sector,Public sector,Public sector
1729,Don't know,Don't know,Public sector,Public sector
890,Public sector,Public sector,Public sector,Public sector
783,Public sector,Public sector,Public sector,Public sector
409,Public sector,Public sector,Public sector,Public sector
1652,Private sector,Private sector,Public sector,Public sector
1851,Don't know,Don't know,Don't know,Don't know
506,Public sector,Public sector,Public sector,Public sector
211,Public sector,Public sector,Public sector,Public sector
1641,Private sector,Private sector,Public sector,Public sector
1527,Public sector,Public sector,Public sector,Public sector
947,Public sector,Public sector,Public sector,Public sector
751,Public sector,Public sector,Public sector,Public sector
974,Public sector,Public sector,Public sector,Public sector
144,Public sector,Public sector,Public sector,Public sector
1754,Don't know,Don't know,Private sector,Private sector
1335,Public sector,Public sector,Public sector,Public sector
466,Public sector,Public sector,Public sector,Public sector
571,Public sector,Public sector,Public sector,Public sector
994,Public sector,Public sector,Public sector,Public sector
255,Public sector,Public sector,Public sector,Public sector
285,Public sector,Public sector,Public sector,Public sector
1458,Public sector,Public sector,Public sector,Public sector
1420,Public sector,Public sector,Public sector,Public sector
1848,Don't know,Don't know,Don't know,Don't know
663,Public sector,Public sector,Public sector,Public sector
411,Public sector,Public sector,Public sector,Public sector
728,Public sector,Public sector,Public sector,Public sector
1133,Public sector,Public sector,Public sector,Public sector
1734,Don't know,Don't know,Public sector,Public sector
1476,Public sector,Public sector,Public sector,Public sector
149,Public sector,Public sector,Public sector,Public sector
363,Public sector,Public sector,Public sector,Public sector
1124,Public sector,Public sector,Public sector,Public sector
90,Public sector,Public sector,Public sector,Public sector
651,Public sector,Public sector,Public sector,Public sector
1116,Public sector,Public sector,Public sector,Public sector
856,Public sector,Public sector,Public sector,Public sector
1239,Public sector,Public sector,Public sector,Public sector
1537,Public sector,Public sector,Public sector,Public sector
497,Public sector,Public sector,Public sector,Public sector
195,Public sector,Public sector,Public sector,Public sector
1228,Public sector,Public sector,Public sector,Public sector
1265,Public sector,Public sector,Public sector,Public sector
1349,Public sector,Public sector,Public sector,Public sector
89,Public sector,Public sector,Public sector,Public sector
512,Public sector,Public sector,Public sector,Public sector
650,Public sector,Public sector,Public sector,Public sector
1747,Don't know,Don't know,Private sector,Private sector
932,Public sector,Public sector,Public sector,Public sector
619,Public sector,Public sector,Public sector,Public sector
1323,Public sector,Public sector,Public sector,Public sector
1577,Public sector,Public sector,Public sector,Public sector
1090,Public sector,Public sector,Public sector,Public sector
93,Public sector,Public sector,Public sector,Public sector
503,Public sector,Public sector,Public sector,Public sector
18,Public sector,Public sector,Public sector,Public sector
470,Public sector,Public sector,Public sector,Public sector
992,Public sector,Public sector,Public sector,Public sector
1841,Don't know,Don't know,Don't know,Don't know
261,Public sector,Public sector,Public sector,Public sector
1198,Public sector,Public sector,Public sector,Public sector
1096,Public sector,Public sector,Public sector,Public sector
1322,Public sector,Public sector,Public sector,Public sector
592,Public sector,Public sector,Public sector,Public sector
611,Public sector,Public sector,Public sector,Public sector
981,Public sector,Public sector,Public sector,Public sector
425,Public sector,Public sector,Public sector,Public sector
1126,Public sector,Public sector,Public sector,Public sector
1225,Public sector,Public sector,Public sector,Public sector
446,Public sector,Public sector,Public sector,Public sector
517,Public sector,Public sector,Public sector,Public sector
1391,Public sector,Public sector,Public sector,Public sector
376,Public sector,Public sector,Public sector,Public sector
1011,Public sector,Public sector,Public sector,Public sector
1467,Public sector,Public sector,Public sector,Public sector
1477,Public sector,Public sector,Public sector,Public sector
899,Public sector,Public sector,Public sector,Public sector
9,Public sector,Public sector,Public sector,Public sector
260,Public sector,Public sector,Public sector,Public sector
1286,Public sector,Public sector,Public sector,Public sector
3,Public sector,Public sector,Public sector,Public sector
1161,Public sector,Public sector,Public sector,Public sector
969,Public sector,Public sector,Public sector,Public sector
240,Public sector,Public sector,Public sector,Public sector
739,Public sector,Public sector,Public sector,Public sector
1697,Private sector,Private sector,Public sector,Public sector
219,Public sector,Public sector,Public sector,Public sector
1244,Public sector,Public sector,Public sector,Public sector
1780,Don't know,Don't know,Private sector,Private sector
1665,Private sector,Private sector,Public sector,Public sector
31,Public sector,Public sector,Public sector,Public sector
1531,Public sector,Public sector,Public sector,Public sector
1418,Public sector,Public sector,Public sector,Public sector
244,Public sector,Public sector,Public sector,Public sector
966,Public sector,Public sector,Public sector,Public sector
1569,Public sector,Public sector,Public sector,Public sector
528,Public sector,Public sector,Public sector,Public sector
1226,Public sector,Public sector,Public sector,Public sector
957,Public sector,Public sector,Public sector,Public sector
1053,Public sector,Public sector,Public sector,Public sector
1497,Public sector,Public sector,Public sector,Public sector
500,Public sector,Public sector,Public sector,Public sector
1472,Public sector,Public sector,Public sector,Public sector
289,Public sector,Public sector,Public sector,Public sector
1379,Public sector,Public sector,Public sector,Public sector
1,Public sector,Public sector,Public sector,Public sector
