season,title,year,month,day,av_rating,genre_1,genre_2,genre_3
2,Hercules: The Legendary Journeys,1996,1,4,7.1916,Action,Adventure,Drama
3,Hercules: The Legendary Journeys,1997,1,14,7.2886,Action,Adventure,Drama
4,Hercules: The Legendary Journeys,1997,12,29,6.9898,Action,Adventure,Drama
5,Hercules: The Legendary Journeys,1999,1,6,7.2231,Action,Adventure,Drama
6,Hercules: The Legendary Journeys,1999,10,17,7.4119,Action,Adventure,Drama
1,Here and Now,2018,3,6,7.566,Comedy,Drama,NA
1,Heroes,2007,1,3,8.4818,Drama,Fantasy,Sci-Fi
2,Heroes,2007,10,29,7.8981,Drama,Fantasy,Sci-Fi
3,Heroes,2009,1,4,7.6512,Drama,Fantasy,Sci-Fi
4,Heroes,2009,11,24,7.4616,Drama,Fantasy,Sci-Fi
1,Heroes Reborn,2015,11,8,7.7635,Drama,Fantasy,Sci-Fi
1,Heroes and Villains,2007,11,11,7.5618,Documentary,Drama,NA
1,Hey Arnold!,1996,11,12,8.4119,Animation,Comedy,Drama
5,Hey Arnold!,2002,11,11,8.8,Animation,Comedy,Drama
1,High Maintenance,2016,10,3,8.084,Comedy,Drama,NA
2,High Maintenance,2018,2,12,8.4997,Comedy,Drama,NA
1,Homeland,2011,11,9,8.4248,Crime,Drama,Mystery
2,Homeland,2012,11,7,8.682,Crime,Drama,Mystery
3,Homeland,2013,11,6,8.2983,Crime,Drama,Mystery
4,Homeland,2014,11,7,8.392,Crime,Drama,Mystery
5,Homeland,2015,11,11,8.429,Crime,Drama,Mystery
6,Homeland,2017,2,27,8.1587,Crime,Drama,Mystery
7,Homeland,2018,3,21,8.3374,Crime,Drama,Mystery
1,Homicide: Life on the Street,1993,2,25,8.3121,Crime,Drama,Mystery
2,Homicide: Life on the Street,1994,1,6,8.6524,Crime,Drama,Mystery
3,Homicide: Life on the Street,1994,12,2,8.8058,Crime,Drama,Mystery
4,Homicide: Life on the Street,1995,12,1,9.1,Crime,Drama,Mystery
6,Homicide: Life on the Street,1997,12,5,9.6,Crime,Drama,Mystery
1,Horace and Pete,2016,3,1,8.6142,Comedy,Drama,NA
1,Hostages,2013,11,12,7.624,Drama,Mystery,Thriller
1,Hotel Beau Séjour,2017,1,8,7.4,Crime,Drama,Mystery
1,Hotel Room,1993,1,8,7.3095,Drama,Mystery,NA
1,Houdini,2014,9,1,7.8,Biography,Drama,NA
1,House,2005,2,17,8.6372,Drama,Mystery,NA
2,House,2006,2,2,8.6887,Drama,Mystery,NA
3,House,2007,1,22,8.692,Drama,Mystery,NA
4,House,2008,1,2,9.0595,Drama,Mystery,NA
5,House,2009,1,12,8.7248,Drama,Mystery,NA
6,House,2010,1,17,8.813,Drama,Mystery,NA
7,House,2011,1,26,8.4639,Drama,Mystery,NA
8,House,2012,2,1,8.4848,Drama,Mystery,NA
1,House of Cards,2013,2,1,8.5615,Drama,NA,NA
2,House of Cards,2014,2,14,8.9269,Drama,NA,NA
3,House of Cards,2015,2,27,8.6182,Drama,NA,NA
4,House of Cards,2016,3,4,8.8505,Drama,NA,NA
5,House of Cards,2017,5,30,8.4187,Drama,NA,NA
1,House of Lies,2012,2,18,7.3035,Comedy,Drama,NA
2,House of Lies,2013,2,25,7.174,Comedy,Drama,NA
3,House of Lies,2014,2,22,7.321,Comedy,Drama,NA
4,House of Lies,2015,2,6,7.4086,Comedy,Drama,NA
5,House of Lies,2016,6,12,8,Comedy,Drama,NA
1,How to Get Away with Murder,2014,12,7,8.7374,Crime,Drama,Mystery
2,How to Get Away with Murder,2015,12,12,8.9206,Crime,Drama,Mystery
3,How to Get Away with Murder,2016,12,4,8.7582,Crime,Drama,Mystery
4,How to Get Away with Murder,2017,12,14,8.7836,Crime,Drama,Mystery
5,How to Get Away with Murder,2018,9,30,8.6119,Crime,Drama,Mystery
1,How to Make It in America,2010,2,21,7.214,Comedy,Drama,NA
2,How to Make It in America,2011,10,2,8.1,Comedy,Drama,NA
1,Huff,2004,11,7,8.6,Comedy,Drama,NA
1,Hung,2009,8,5,7.5411,Comedy,Drama,NA
2,Hung,2010,8,4,7.2474,Comedy,Drama,NA
3,Hung,2011,11,2,7.5019,Comedy,Drama,NA
1,Hunters,2016,4,14,7.0429,Crime,Drama,Sci-Fi
1,Hustle,2004,3,16,8.2727,Crime,Drama,Mystery
2,Hustle,2005,4,7,8.3666,Crime,Drama,Mystery
3,Hustle,2006,3,25,8.4443,Crime,Drama,Mystery
4,Hustle,2007,5,5,8.0545,Crime,Drama,Mystery
5,Hustle,2009,1,25,8.5,Crime,Drama,Mystery
8,Hustle,2012,2,17,8.9,Crime,Drama,Mystery
1,Hysteria,2014,8,28,7,Drama,Mystery,NA
1,I'm Dying Up Here,2017,6,14,7.2484,Comedy,Drama,NA
1,Il commissario Montalbano,1999,5,9,7.6114,Crime,Drama,Mystery
2,Il commissario Montalbano,2000,5,5,7.5,Crime,Drama,Mystery
4,Il commissario Montalbano,2002,11,6,7.618,Crime,Drama,Mystery
3,Il commissario Montalbano,2003,3,31,7.3946,Crime,Drama,Mystery
9,Il commissario Montalbano,2013,4,15,7.4,Crime,Drama,Mystery
1,Imposters,2017,3,10,8.3871,Comedy,Drama,Mystery
1,In Plain Sight,2008,6,4,7.7558,Crime,Drama,Mystery
1,In Treatment,2008,2,26,8.411,Drama,NA,NA
2,In Treatment,2009,4,5,7.9,Drama,NA,NA
1,In the Dark,2017,7,11,7.2,Crime,Drama,Mystery
1,Incorporated,2016,12,30,7.8942,Crime,Drama,Sci-Fi
1,Innocent,2018,3,22,7.5,Crime,Drama,Mystery
1,Insatiable,2018,8,10,7.4208,Comedy,Drama,Thriller
1,Inspector Lewis,2008,1,6,8.0401,Crime,Drama,Mystery
2,Inspector Lewis,2008,3,5,7.9361,Crime,Drama,Mystery
3,Inspector Lewis,2009,8,5,7.8454,Crime,Drama,Mystery
4,Inspector Lewis,2010,9,15,7.7816,Crime,Drama,Mystery
5,Inspector Lewis,2011,9,21,7.9013,Crime,Drama,Mystery
6,Inspector Lewis,2012,7,5,7.7897,Crime,Drama,Mystery
7,Inspector Lewis,2013,4,4,7.8951,Crime,Drama,Mystery
8,Inspector Lewis,2014,10,21,7.9191,Crime,Drama,Mystery
9,Inspector Lewis,2015,10,23,7.7168,Crime,Drama,Mystery
1,Instinct,2018,5,11,7.5945,Crime,Drama,Mystery
1,Intelligence,2014,2,17,8.2028,Action,Drama,Sci-Fi
1,Into the Badlands,2015,12,2,8.4627,Action,Adventure,Drama
2,Into the Badlands,2017,4,19,8.4198,Action,Adventure,Drama
3,Into the Badlands,2018,5,19,8.3568,Action,Adventure,Drama
1,Into the West,2005,6,24,8.4205,Adventure,Drama,History
1,Invasion,2006,1,30,7.5525,Drama,Horror,Mystery
1,JAG,1995,11,13,7.977,Action,Crime,Drama
2,JAG,1997,1,3,7.9,Action,Crime,Drama
3,JAG,1997,10,28,8.2,Action,Crime,Drama
8,JAG,2003,4,25,8.1552,Action,Crime,Drama
10,JAG,2005,4,29,9,Action,Crime,Drama
1,Jane Eyre,2007,1,24,8.4217,Drama,Romance,NA
1,Jean-Claude Van Johnson,2017,9,25,8.1191,Action,Comedy,Drama
1,Jericho,2007,1,7,8.1838,Action,Drama,Mystery
2,Jericho,2008,3,4,8.5589,Action,Drama,Mystery
1,Jessica Jones,2015,11,20,8.5321,Action,Crime,Drama
2,Jessica Jones,2018,3,8,7.9765,Action,Crime,Drama
1,John Adams,2008,3,31,8.3472,Biography,Drama,History
1,John Doe,2002,9,20,8.8,Drama,Mystery,Sci-Fi
1,John from Cincinnati,2007,6,10,7.4,Drama,NA,NA
1,Justified,2010,4,27,8.3391,Action,Crime,Drama
2,Justified,2011,3,23,8.6967,Action,Crime,Drama
3,Justified,2012,2,28,8.7207,Action,Crime,Drama
4,Justified,2013,2,19,8.6216,Action,Crime,Drama
5,Justified,2014,2,21,8.6514,Action,Crime,Drama
6,Justified,2015,3,3,9.11,Action,Crime,Drama
1,Karen Sisco,2004,3,31,9,Crime,Drama,NA
1,Keeping Up with the Kardashians,2007,10,14,4.4,Drama,Reality-TV,NA
6,Keeping Up with the Kardashians,2011,10,10,3.9,Drama,Reality-TV,NA
1,Kevin (Probably) Saves the World,2017,12,6,8.532,Comedy,Drama,Fantasy
1,Kidding,2018,9,17,7.7526,Comedy,Drama,NA
1,Killer Women,2014,1,7,7,Drama,Western,NA
1,Killing Eve,2018,5,2,8.7662,Drama,Thriller,NA
1,King & Maxwell,2013,7,1,8.1937,Crime,Drama,NA
1,King of the Hill,1997,3,10,7.8807,Animation,Comedy,Drama
2,King of the Hill,1998,1,15,7.8153,Animation,Comedy,Drama
3,King of the Hill,1999,1,28,7.8768,Animation,Comedy,Drama
4,King of the Hill,2000,1,26,7.9562,Animation,Comedy,Drama
5,King of the Hill,2001,1,27,7.8449,Animation,Comedy,Drama
6,King of the Hill,2002,3,14,7.7969,Animation,Comedy,Drama
7,King of the Hill,2003,1,18,7.5517,Animation,Comedy,Drama
8,King of the Hill,2004,2,9,7.7366,Animation,Comedy,Drama
9,King of the Hill,2005,2,3,7.7511,Animation,Comedy,Drama
10,King of the Hill,2006,3,29,7.6015,Animation,Comedy,Drama
11,King of the Hill,2007,3,25,7.5879,Animation,Comedy,Drama
12,King of the Hill,2008,1,6,7.504,Animation,Comedy,Drama
13,King of the Hill,2009,6,2,7.4113,Animation,Comedy,Drama
1,Kingdom,2014,11,8,8.6946,Drama,NA,NA
2,Kingdom,2016,1,31,8.8817,Drama,NA,NA
3,Kingdom,2017,7,3,9.3769,Drama,NA,NA
1,Kingdom Hospital,2004,3,3,7.2,Drama,Fantasy,Horror
1,Kings,2009,5,19,8.2294,Drama,Sci-Fi,NA
1,Klondike,2014,1,20,7.6481,Adventure,Drama,Western
1,Knightfall,2018,1,6,7.7873,Action,Adventure,Drama
1,Kojak,2005,3,25,6.4,Crime,Drama,Mystery
1,Krypton,2018,4,21,7.9505,Action,Adventure,Drama
1,Kyle XY,2006,7,27,8.4142,Drama,Mystery,Romance
2,Kyle XY,2007,10,18,8.0643,Drama,Mystery,Romance
3,Kyle XY,2009,2,12,8.2169,Drama,Mystery,Romance
4,L.A. Law,1990,4,5,9.4,Drama,NA,NA
5,L.A. Law,1991,3,21,9.3,Drama,NA,NA
1,La forêt,2017,5,30,7.2,Crime,Drama,NA
1,Labyrinth,2013,9,18,6.5041,Adventure,Drama,Fantasy
1,Las Vegas,2003,12,30,7.6512,Crime,Drama,NA
2,Las Vegas,2004,12,31,7.9404,Crime,Drama,NA
3,Las Vegas,2006,2,8,8.5041,Crime,Drama,NA
4,Las Vegas,2007,3,9,8.5,Crime,Drama,NA
5,Las Vegas,2007,12,7,7.9,Crime,Drama,NA
1,Las chicas del cable,2017,4,28,8.3336,Drama,NA,NA
2,Las chicas del cable,2017,12,25,9.3,Drama,NA,NA
1,Last Resort,2012,11,20,8.1728,Action,Drama,Mystery
1,Law & Order,1990,12,31,7.7681,Crime,Drama,Mystery
2,Law & Order,1992,1,4,7.6378,Crime,Drama,Mystery
3,Law & Order,1993,1,27,7.8001,Crime,Drama,Mystery
4,Law & Order,1994,1,13,7.7862,Crime,Drama,Mystery
5,Law & Order,1995,1,13,7.8145,Crime,Drama,Mystery
6,Law & Order,1996,2,2,8.0147,Crime,Drama,Mystery
7,Law & Order,1997,2,14,7.9033,Crime,Drama,Mystery
8,Law & Order,1998,1,22,7.8276,Crime,Drama,Mystery
9,Law & Order,1999,2,9,7.8844,Crime,Drama,Mystery
10,Law & Order,2000,1,30,7.8219,Crime,Drama,Mystery
11,Law & Order,2001,2,4,7.6977,Crime,Drama,Mystery
12,Law & Order,2002,1,14,7.5681,Crime,Drama,Mystery
13,Law & Order,2003,1,24,7.8888,Crime,Drama,Mystery
14,Law & Order,2004,1,12,7.7953,Crime,Drama,Mystery
15,Law & Order,2005,1,30,7.723,Crime,Drama,Mystery
16,Law & Order,2006,1,29,7.8681,Crime,Drama,Mystery
17,Law & Order,2007,1,16,7.615,Crime,Drama,Mystery
18,Law & Order,2008,3,2,7.847,Crime,Drama,Mystery
19,Law & Order,2009,2,17,7.7893,Crime,Drama,Mystery
20,Law & Order,2010,1,28,7.8286,Crime,Drama,Mystery
1,Law & Order True Crime,2017,10,20,8.014,Crime,Drama,Mystery
1,Law & Order: Criminal Intent,2002,1,14,8.2734,Crime,Drama,Mystery
2,Law & Order: Criminal Intent,2003,1,22,8.3589,Crime,Drama,Mystery
3,Law & Order: Criminal Intent,2004,1,13,8.2236,Crime,Drama,Mystery
4,Law & Order: Criminal Intent,2005,1,21,8.2017,Crime,Drama,Mystery
5,Law & Order: Criminal Intent,2006,1,20,8.2542,Crime,Drama,Mystery
6,Law & Order: Criminal Intent,2007,1,3,8.2259,Crime,Drama,Mystery
7,Law & Order: Criminal Intent,2008,4,3,8.2866,Crime,Drama,Mystery
8,Law & Order: Criminal Intent,2009,6,9,8.0613,Crime,Drama,Mystery
9,Law & Order: Criminal Intent,2010,6,9,7.9033,Crime,Drama,Mystery
10,Law & Order: Criminal Intent,2011,5,31,8.166,Crime,Drama,Mystery
1,Law & Order: LA,2010,9,29,7,Crime,Drama,Mystery
1,Law & Order: Special Victims Unit,2000,1,14,8.7941,Crime,Drama,Mystery
2,Law & Order: Special Victims Unit,2001,1,23,8.8658,Crime,Drama,Mystery
3,Law & Order: Special Victims Unit,2002,1,12,8.9148,Crime,Drama,Mystery
4,Law & Order: Special Victims Unit,2003,1,18,8.9431,Crime,Drama,Mystery
5,Law & Order: Special Victims Unit,2004,1,14,8.9025,Crime,Drama,Mystery
6,Law & Order: Special Victims Unit,2005,1,14,8.9446,Crime,Drama,Mystery
7,Law & Order: Special Victims Unit,2006,1,1,8.9437,Crime,Drama,Mystery
8,Law & Order: Special Victims Unit,2006,12,31,8.8934,Crime,Drama,Mystery
9,Law & Order: Special Victims Unit,2007,12,29,8.8891,Crime,Drama,Mystery
10,Law & Order: Special Victims Unit,2009,1,6,8.9351,Crime,Drama,Mystery
11,Law & Order: Special Victims Unit,2010,1,21,8.886,Crime,Drama,Mystery
12,Law & Order: Special Victims Unit,2011,1,6,8.9302,Crime,Drama,Mystery
13,Law & Order: Special Victims Unit,2012,1,13,8.7952,Crime,Drama,Mystery
14,Law & Order: Special Victims Unit,2013,1,18,8.8197,Crime,Drama,Mystery
15,Law & Order: Special Victims Unit,2014,1,18,8.4387,Crime,Drama,Mystery
16,Law & Order: Special Victims Unit,2015,1,18,6.5898,Crime,Drama,Mystery
17,Law & Order: Special Victims Unit,2016,1,14,8.6406,Crime,Drama,Mystery
18,Law & Order: Special Victims Unit,2017,2,2,8.001,Crime,Drama,Mystery
19,Law & Order: Special Victims Unit,2018,1,30,8.706,Crime,Drama,Mystery
20,Law & Order: Special Victims Unit,2018,9,29,8.6219,Crime,Drama,Mystery
1,Legend of the Seeker,2009,2,6,8.2869,Action,Adventure,Drama
2,Legend of the Seeker,2010,2,15,8.2691,Action,Adventure,Drama
1,Legends,2014,9,12,8.0988,Action,Crime,Drama
2,Legends,2015,12,7,8.0656,Action,Crime,Drama
1,Legends of Tomorrow,2016,3,20,8.2099,Action,Adventure,Drama
2,Legends of Tomorrow,2017,1,7,8.4779,Action,Adventure,Drama
3,Legends of Tomorrow,2018,1,8,8.4117,Action,Adventure,Drama
1,Legion,2017,3,4,8.8574,Action,Drama,Sci-Fi
2,Legion,2018,5,11,8.6326,Action,Drama,Sci-Fi
2,Les petits meurtres d'Agatha Christie,2015,6,12,7.7622,Comedy,Crime,Drama
1,Lethal Weapon,2016,12,17,8.4095,Action,Crime,Drama
2,Lethal Weapon,2018,1,9,8.4781,Action,Crime,Drama
3,Lethal Weapon,2018,10,2,6.1025,Action,Crime,Drama
1,Lie to Me,2009,3,19,8.0063,Crime,Drama,Mystery
2,Lie to Me,2010,3,25,8.0356,Crime,Drama,Mystery
3,Lie to Me,2010,12,1,7.7384,Crime,Drama,Mystery
1,Life,2007,11,1,8.1343,Crime,Drama,Mystery
2,Life,2009,1,29,8.1964,Crime,Drama,Mystery
1,Life Sentence,2018,3,21,7.9,Comedy,Drama,NA
1,Life Unexpected,2010,2,4,8.1955,Drama,NA,NA
1,Life on Mars,2009,1,14,7.6918,Crime,Drama,Mystery
1,Limitless,2015,12,31,8.2422,Comedy,Crime,Drama
1,Little Dorrit,2009,3,29,7.8928,Drama,Mystery,Romance
1,Liv and Maddie,2013,7,19,7.2,Comedy,Drama,Family
1,Lois & Clark: The New Adventures of Superman,1994,1,3,7.7003,Adventure,Comedy,Drama
2,Lois & Clark: The New Adventures of Superman,1995,1,3,7.5895,Adventure,Comedy,Drama
3,Lois & Clark: The New Adventures of Superman,1996,1,7,7.292,Adventure,Comedy,Drama
4,Lois & Clark: The New Adventures of Superman,1997,1,18,7.3914,Adventure,Comedy,Drama
1,London Spy,2015,11,23,7.9799,Crime,Drama,Mystery
1,Longmire,2012,7,5,8.5659,Action,Crime,Drama
2,Longmire,2013,7,10,8.7731,Action,Crime,Drama
3,Longmire,2014,7,3,8.9994,Action,Crime,Drama
4,Longmire,2015,9,10,9.1341,Action,Crime,Drama
5,Longmire,2016,9,23,8.9106,Action,Crime,Drama
6,Longmire,2017,11,17,8.9863,Action,Crime,Drama
1,Looking,2014,2,12,8.4055,Comedy,Drama,Romance
2,Looking,2015,2,16,8.7929,Comedy,Drama,Romance
1,Lost,2005,1,16,8.8407,Adventure,Drama,Fantasy
2,Lost,2006,1,21,8.7068,Adventure,Drama,Fantasy
3,Lost,2007,2,15,8.7549,Adventure,Drama,Fantasy
4,Lost,2008,3,29,8.9385,Adventure,Drama,Fantasy
5,Lost,2009,3,16,8.8167,Adventure,Drama,Fantasy
6,Lost,2010,3,24,8.5542,Adventure,Drama,Fantasy
1,Lost in Space,2018,4,13,7.5986,Adventure,Drama,Family
1,Lost: Missing Pieces,2007,12,14,7.4951,Drama,Fantasy,Sci-Fi
1,Louie,2010,8,3,8.0731,Comedy,Drama,NA
2,Louie,2011,8,4,8.3307,Comedy,Drama,NA
3,Louie,2012,8,10,8.417,Comedy,Drama,NA
4,Louie,2014,5,26,8.6123,Comedy,Drama,NA
5,Louie,2015,5,2,8.4584,Comedy,Drama,NA
1,Love,2016,2,19,8.0288,Comedy,Drama,Romance
2,Love,2017,3,10,7.9952,Comedy,Drama,Romance
3,Love,2018,2,28,7.9039,Comedy,Drama,Romance
1,Love Reinvented,1996,12,3,4.8,Comedy,Drama,NA
1,Low Winter Sun,2013,9,3,7.6951,Crime,Drama,NA
1,Lucifer,2016,3,8,8.787,Crime,Drama,Fantasy
2,Lucifer,2017,1,5,8.9474,Crime,Drama,Fantasy
3,Lucifer,2018,1,29,8.955,Crime,Drama,Fantasy
1,Luck,2012,2,25,7.7391,Drama,Sport,NA
1,Luis Miguel: La Serie,2018,5,13,8.3,Biography,Drama,Music
1,Luke Cage,2016,9,30,8.205,Action,Crime,Drama
2,Luke Cage,2018,6,22,7.7703,Action,Crime,Drama
1,MI-5,2002,5,23,7.8744,Drama,Thriller,NA
2,MI-5,2003,7,7,8.1919,Drama,Thriller,NA
3,MI-5,2004,11,11,8.3822,Drama,Thriller,NA
4,MI-5,2005,10,15,8.396,Drama,Thriller,NA
5,MI-5,2006,10,8,8.2769,Drama,Thriller,NA
6,MI-5,2007,11,7,8.4209,Drama,Thriller,NA
7,MI-5,2008,11,11,8.5888,Drama,Thriller,NA
8,MI-5,2009,11,22,8.2466,Drama,Thriller,NA
9,MI-5,2010,11,1,8.5238,Drama,Thriller,NA
10,MI-5,2011,10,5,8.461,Drama,Thriller,NA
1,MacGyver,2016,12,22,7.321,Action,Adventure,Drama
2,MacGyver,2018,1,9,8.163,Action,Adventure,Drama
1,Mad Dogs,2015,12,15,8.0304,Comedy,Crime,Drama
1,Mad Men,2007,9,1,8.2259,Drama,NA,NA
2,Mad Men,2008,9,9,8.3119,Drama,NA,NA
3,Mad Men,2009,9,27,8.6255,Drama,NA,NA
4,Mad Men,2010,9,5,8.8468,Drama,NA,NA
5,Mad Men,2012,4,29,8.7263,Drama,NA,NA
6,Mad Men,2013,5,12,8.4031,Drama,NA,NA
7,Mad Men,2014,10,29,8.813,Drama,NA,NA
1,Madam Secretary,2015,1,4,7.4701,Drama,NA,NA
2,Madam Secretary,2016,1,17,7.6385,Drama,NA,NA
3,Madam Secretary,2017,1,24,7.4252,Drama,NA,NA
4,Madam Secretary,2018,1,22,7.3776,Drama,NA,NA
5,Madam Secretary,2018,10,7,7.5,Drama,NA,NA
1,Magic City,2012,4,30,7.5228,Crime,Drama,NA
2,Magic City,2013,7,12,8.109,Crime,Drama,NA
1,Major Crimes,2012,9,16,8.4115,Crime,Drama,Mystery
2,Major Crimes,2013,9,19,8.6247,Crime,Drama,Mystery
3,Major Crimes,2014,9,26,8.6381,Crime,Drama,Mystery
4,Major Crimes,2015,10,17,8.4832,Crime,Drama,Mystery
5,Major Crimes,2016,10,20,8.4596,Crime,Drama,Mystery
6,Major Crimes,2017,12,5,8.3822,Crime,Drama,Mystery
1,Manhattan,2014,9,6,8.2458,Drama,History,War
2,Manhattan,2015,11,15,8.1818,Drama,History,War
1,Manhunt: Unabomber,2017,8,19,8.3432,Crime,Drama,NA
1,Maniac,2018,9,21,7.9711,Comedy,Drama,Sci-Fi
1,Manifest,2018,9,27,8.1478,Drama,Mystery,NA
1,Marco Polo,2014,12,12,8.178,Adventure,Drama,History
2,Marco Polo,2016,7,1,8.3082,Adventure,Drama,History
1,Mars,2016,12,1,7.6509,Adventure,Drama,Sci-Fi
30,Masterpiece Classic,2000,11,12,7.4,Drama,Romance,NA
37,Masterpiece Classic,2007,2,4,6.6,Drama,Romance,NA
1,Masters of Science Fiction,2007,9,21,6.341,Drama,Sci-Fi,NA
1,Masters of Sex,2013,11,6,8.3027,Drama,Romance,NA
2,Masters of Sex,2014,8,20,8.2584,Drama,Romance,NA
3,Masters of Sex,2015,8,19,7.997,Drama,Romance,NA
4,Masters of Sex,2016,10,12,8.2766,Drama,Romance,NA
7,Matlock,1992,11,5,7.6,Crime,Drama,Mystery
1,Mayans M.C.,2018,9,21,8.0138,Crime,Drama,Thriller
1,Medium,2005,3,5,7.938,Crime,Drama,Fantasy
2,Medium,2006,1,9,8.0378,Crime,Drama,Fantasy
3,Medium,2007,2,18,8.079,Crime,Drama,Fantasy
4,Medium,2008,3,7,8.1446,Crime,Drama,Fantasy
5,Medium,2009,4,4,8.2591,Crime,Drama,Fantasy
6,Medium,2010,2,6,8.1507,Crime,Drama,Fantasy
7,Medium,2010,11,22,7.4392,Crime,Drama,Fantasy
1,Men at Work,2012,5,24,6.5,Comedy,Drama,Romance
1,Men in Trees,2006,9,12,7.7,Comedy,Drama,Romance
1,Mercy Street,2016,1,24,7.6621,Drama,History,NA
1,Merlin,2009,7,21,8.1447,Adventure,Drama,Fantasy
2,Merlin,2010,3,21,8.2924,Adventure,Drama,Fantasy
3,Merlin,2011,1,5,8.4208,Adventure,Drama,Fantasy
4,Merlin,2011,11,12,8.5633,Adventure,Drama,Fantasy
5,Merlin,2013,3,11,8.4864,Adventure,Drama,Fantasy
1,"Midnight, Texas",2017,8,14,8.0993,Drama,Fantasy,Mystery
1,Midsomer Murders,1998,5,19,7.7264,Crime,Drama,Mystery
2,Midsomer Murders,1999,5,22,7.9226,Crime,Drama,Mystery
3,Midsomer Murders,2000,1,21,7.7642,Crime,Drama,Mystery
4,Midsomer Murders,2001,7,10,7.5329,Crime,Drama,Mystery
5,Midsomer Murders,2002,7,21,7.6566,Crime,Drama,Mystery
6,Midsomer Murders,2003,1,17,7.6304,Crime,Drama,Mystery
7,Midsomer Murders,2004,2,28,7.6294,Crime,Drama,Mystery
8,Midsomer Murders,2005,2,10,7.4137,Crime,Drama,Mystery
9,Midsomer Murders,2006,5,20,7.7447,Crime,Drama,Mystery
10,Midsomer Murders,2007,6,17,7.5104,Crime,Drama,Mystery
11,Midsomer Murders,2008,7,10,7.4447,Crime,Drama,Mystery
12,Midsomer Murders,2009,10,21,7.6068,Crime,Drama,Mystery
13,Midsomer Murders,2010,9,10,7.2938,Crime,Drama,Mystery
14,Midsomer Murders,2011,7,25,7.3161,Crime,Drama,Mystery
15,Midsomer Murders,2012,9,9,7.3327,Crime,Drama,Mystery
16,Midsomer Murders,2014,1,21,7.5946,Crime,Drama,Mystery
17,Midsomer Murders,2015,2,8,7.5352,Crime,Drama,Mystery
18,Midsomer Murders,2016,1,24,7.1664,Crime,Drama,Mystery
19,Midsomer Murders,2017,1,18,7.3916,Crime,Drama,Mystery
1,Mildred Pierce,2011,4,3,7.8845,Drama,NA,NA
1,Millennium,1997,1,6,7.7527,Crime,Drama,Horror
2,Millennium,1998,2,3,8.0394,Crime,Drama,Horror
3,Millennium,1999,1,4,7.5655,Crime,Drama,Horror
1,Mindhunter,2017,10,13,8.4384,Crime,Drama,Thriller
1,Minority Report,2015,10,24,7.0903,Action,Crime,Drama
1,Missing,2012,4,15,7.5996,Action,Drama,Thriller
1,Mistresses,2013,7,21,8.227,Drama,Romance,Thriller
2,Mistresses,2014,7,18,8.6198,Drama,Romance,Thriller
1,Mob City,2013,12,11,7.9813,Crime,Drama,Mystery
1,Mom,2013,12,23,7.8155,Comedy,Drama,Romance
2,Mom,2015,1,26,7.9803,Comedy,Drama,Romance
3,Mom,2016,2,4,7.925,Comedy,Drama,Romance
4,Mom,2017,1,27,7.9034,Comedy,Drama,Romance
5,Mom,2018,2,5,7.962,Comedy,Drama,Romance
1,Monk,2002,8,23,8.1285,Comedy,Crime,Drama
2,Monk,2003,10,31,8.1762,Comedy,Crime,Drama
3,Monk,2004,10,22,8.3614,Comedy,Crime,Drama
4,Monk,2005,11,7,8.3134,Comedy,Crime,Drama
5,Monk,2006,10,11,8.1287,Comedy,Crime,Drama
6,Monk,2007,10,3,8.2252,Comedy,Crime,Drama
7,Monk,2008,11,15,8.0104,Comedy,Crime,Drama
8,Monk,2009,10,11,8.4862,Comedy,Crime,Drama
1,Moonlight,2007,12,29,8.1371,Drama,Fantasy,Horror
1,Mosaic,2018,1,24,7.3318,Crime,Drama,Mystery
1,Mozart in the Jungle,2014,11,21,8.0611,Comedy,Drama,Music
2,Mozart in the Jungle,2015,12,30,8.0674,Comedy,Drama,Music
3,Mozart in the Jungle,2016,12,9,8.2822,Comedy,Drama,Music
4,Mozart in the Jungle,2018,2,16,7.9837,Comedy,Drama,Music
1,Mr Inbetween,2018,9,25,7.7,Crime,Drama,NA
1,Mr. Robot,2015,7,26,8.9189,Crime,Drama,Thriller
2,Mr. Robot,2016,8,13,8.8299,Crime,Drama,Thriller
3,Mr. Robot,2017,11,11,9.28,Crime,Drama,Thriller
1,Murder Rooms: Mysteries of the Real Sherlock Holmes,2001,5,20,7.9152,Crime,Drama,Mystery
1,Murder in the First,2014,7,10,8.045,Crime,Drama,Mystery
2,Murder in the First,2015,7,1,7.9516,Crime,Drama,Mystery
6,"Murder, She Wrote",1990,1,7,7.8654,Crime,Drama,Mystery
7,"Murder, She Wrote",1991,1,28,8.0488,Crime,Drama,Mystery
8,"Murder, She Wrote",1991,12,26,7.929,Crime,Drama,Mystery
9,"Murder, She Wrote",1993,1,6,7.7838,Crime,Drama,Mystery
10,"Murder, She Wrote",1993,12,22,7.9222,Crime,Drama,Mystery
11,"Murder, She Wrote",1994,12,22,7.7644,Crime,Drama,Mystery
12,"Murder, She Wrote",1996,1,7,8.016,Crime,Drama,Mystery
1,Murdoch Mysteries,2008,3,1,7.8668,Crime,Drama,Mystery
2,Murdoch Mysteries,2009,3,11,8.1021,Crime,Drama,Mystery
3,Murdoch Mysteries,2010,5,2,8.1963,Crime,Drama,Mystery
4,Murdoch Mysteries,2011,7,20,8.1534,Crime,Drama,Mystery
