title,year,gross_2013,budget_2013,roi,binary,clean_test
She's the Man,2006,103060935,28894909,3.566750634168808,FAIL,men
Sherrybaby,2006,950044,2311593,0.4109910351865575,FAIL,dubious
Shortbus,2006,4589186,2311593,1.9852915283962185,PASS,ok
Silent Hill,2006,169861915,57789817,2.9393052931799386,PASS,ok
Slither,2006,23962886,17625894,1.3595274089359666,PASS,ok
Smokin' Aces,2006,105998073,19648538,5.3947053465250185,FAIL,dubious
Snakes on a Plane,2006,111004563,38141279,2.910352403232204,PASS,ok
Southland Tales,2006,739694,19648538,0.03764626151828701,PASS,ok
Stick It,2006,66239208,23115927,2.865522459903944,PASS,ok
Stranger Than Fiction,2006,99017512,34673890,2.8556793598872234,PASS,ok
Superman Returns,2006,683068706,268144752,2.5473879347077433,FAIL,notalk
Take the Lead,2006,115732846,34673890,3.337752008788169,PASS,ok
The Ant Bully,2006,89867134,52010836,1.727854057181469,FAIL,men
The Break Up,2006,371878517,60101410,6.187517347762723,FAIL,notalk
The Da Vinci Code,2006,1138871555,144474543,7.882852794350074,FAIL,notalk
The Dead Girl,2006,45942,3814128,0.012045217150551842,PASS,ok
The Departed,2006,489884330,104021671,4.709444919414917,FAIL,notalk
The Devil Wears Prada,2006,521601129,40452872,12.894044432741389,PASS,ok
The Fountain,2006,29594915,40452872,0.7315899597932132,FAIL,dubious
The Grudge 2,2006,127007777,23115927,5.494383893840814,PASS,ok
The History Boys,2006,18672913,4276446,4.366455930929561,FAIL,notalk
The Holiday,2006,310297020,98242689,3.1584744183864917,PASS,ok
The Host,2006,98025498,57789817,1.6962417098500242,PASS,ok
The Illusionist,2006,142926590,19070640,7.494588015923954,FAIL,nowomen
The Lake House,2006,193203174,46231854,4.17900554020611,FAIL,dubious
The Painted Veil,2006,26790529,22422449,1.194808336948386,FAIL,dubious
The Prestige,2006,186066912,46231854,4.0246474216673205,FAIL,notalk
The Pursuit of Happyness,2006,543122190,63568799,8.543848531730164,FAIL,nowomen
The Queen,2006,214200944,17336945,12.355172378986033,FAIL,dubious
The Wind That Shakes the Barley,2006,31783609,9593110,3.3131704942401368,FAIL,notalk
Ultraviolet,2006,45358220,34673890,1.308137621709015,FAIL,notalk
Volver,2006,113845633,10864486,10.47869480433773,PASS,ok
We Are Marshall,2006,100659146,75126763,1.3398573554939404,FAIL,notalk
When a Stranger Calls,2006,132690836,17336945,7.653645783614126,PASS,ok
Wristcutters: A Love Story,2006,1047500,1155796,0.9063018041246033,FAIL,notalk
X-Men: The Last Stand,2006,801801372,242717233,3.3034381699629876,PASS,ok
"You, Me and Dupree",2006,238329853,62413003,3.818592946088494,FAIL,notalk
Zoom,2006,28311828,40452872,0.6998718904309192,PASS,ok
Zwartboek,2006,36565797,25427520,1.4380402414391966,PASS,ok
AEon Flux,2005,88059359,65616822,1.3420241382613745,PASS,ok
Assault on Precinct 13,2005,66907434,35790994,1.8693930098728189,PASS,ok
Batman Begins,2005,690339729,178954969,3.857616990786101,FAIL,notalk
Beauty Shop,2005,89122796,29825828,2.988108025031191,PASS,ok
Bewitched,2005,232012093,95442650,2.4309058162152875,PASS,ok
BloodRayne,2005,7171132,29825828,0.2404336268552209,FAIL,dubious
Boogeyman,2005,135940448,23860663,5.697261974656781,FAIL,men
Boynton Beach Club,2005,7462356,3459796,2.156877457514836,PASS,ok
Brick,2005,7352945,536865,13.696078157451128,FAIL,notalk
Brokeback Mountain,2005,306778402,16583160,18.49939348109769,FAIL,notalk
Capote,2005,93861415,8351232,11.23922973281068,FAIL,dubious
Charlie and the Chocolate Factory,2005,812357913,178954969,4.539454352899248,PASS,ok
Chinjeolhan geumjassi,2005,28255246,5368649,5.263008626565082,PASS,ok
Cinderella Man,2005,203042096,104986915,1.93397525777379,FAIL,men
Coach Carter,2005,171718846,53686491,3.198548513815142,PASS,ok
Constantine,2005,366095226,89477485,4.091478722272983,FAIL,notalk
Conversations with Other Women,2005,1537198,536865,2.863285928492265,FAIL,nowomen
Corpse Bride,2005,200584379,35790994,5.604325462433371,FAIL,dubious
Cursed,2005,52982365,41756160,1.2688514700585494,PASS,ok
Danny the dog,2005,87777701,51300425,1.7110521209132283,FAIL,notalk
Dark Water,2005,89413283,71581988,1.2491030983939704,PASS,ok
Dear Wendy,2005,560181,9544265,0.058692942830066014,FAIL,notalk
Domino,2005,39535214,59651656,0.6627680881147708,PASS,ok
Doom,2005,98812580,83512319,1.1832096292284735,FAIL,notalk
Fantastic Four,2005,579113981,104390399,5.547578958865747,FAIL,notalk
Flightplan,2005,376299323,65616822,5.7347995762428114,PASS,ok
Fun with Dick and Jane,2005,372641650,167024638,2.231057971219791,PASS,ok
"Good Night, and Good Luck.",2005,105092045,8351232,12.584016945044755,FAIL,notalk
Hard Candy,2005,11085313,1133381,9.780747162692863,PASS,ok
Harry Potter and the Goblet of Fire,2005,1416039790,178954969,7.912827444316453,FAIL,notalk
Herbie Fully Loaded,2005,250681748,59651656,4.202427305622496,PASS,ok
Hide and Seek,2005,207827531,29825828,6.9680389426238225,PASS,ok
Hitch,2005,649688278,65616822,9.901245720190472,FAIL,men
Hoodwinked!,2005,192352732,20878080,9.213142779412665,PASS,ok
Hostel,2005,154578419,5726559,26.99324655521754,FAIL,notalk
Hustle & Flow,2005,54600994,3340493,16.3451903656137,FAIL,dubious
Ice Princess,2005,59787266,29825828,2.0045467304377937,PASS,ok
Jarhead,2005,190402218,85898385,2.2165983446603796,FAIL,nowomen
Junebug,2005,7439712,1193033,6.235964973307528,PASS,ok
Just Like Heaven,2005,177768156,69195921,2.5690554216338852,PASS,ok
King Kong,2005,916962140,246957858,3.713030828118051,FAIL,nowomen
Kingdom of Heaven,2005,317647178,131233644,2.4204706073695554,FAIL,nowomen
Kiss Kiss Bang Bang,2005,20689192,17895497,1.1561116184702778,FAIL,notalk
Lord of War,2005,102949526,50107391,2.0545776570167065,FAIL,men
Madagascar,2005,894959871,89477485,10.002067793926036,FAIL,nowomen
Man of the House,2005,49868083,59651656,0.835988241466423,PASS,ok
Match Point,2005,132521944,17895497,7.405323473273752,PASS,ok
Me and You and Everyone We Know,2005,14687027,2386066,6.155331411620634,PASS,ok
Memoirs of a Geisha,2005,260703634,101407816,2.570843592568841,PASS,ok
MirrorMask,2005,2181083,4772133,0.4570457277699511,PASS,ok
Miss Congeniality 2: Armed & Fabulous,2005,178788424,71581988,2.49767335324635,PASS,ok
Mr. & Mrs. Smith,2005,792976382,131233644,6.042477811558749,FAIL,men
Munich,2005,211952094,89477485,2.368775720506673,FAIL,notalk
North Country,2005,51954784,35790994,1.45161612443622,PASS,ok
Oliver Twist,2005,34289967,77547153,0.44218215206430594,FAIL,notalk
Pride and Prejudice,2005,190039643,33404928,5.6889702920479275,PASS,ok
Proof,2005,18873381,23860663,0.790983092129502,PASS,ok
Red Eye,2005,183068080,31018861,5.901831147184934,PASS,ok
Rent,2005,72474576,47721325,1.5187041851834584,PASS,ok
Robots,2005,463970612,95442650,4.861250311050668,FAIL,notalk
Saw II,2005,286268521,5965166,47.990034309187706,FAIL,dubious
Serenity,2005,76388759,46528292,1.6417701083891065,PASS,ok
Shopgirl,2005,26297959,8947748,2.939058967686618,FAIL,men
Sin City,2005,277806879,47721325,5.8214410224359865,PASS,ok
Sisters in Law,2005,79484,357910,0.2220781760777849,PASS,ok
Sky High,2005,173666144,71581988,2.426115128291771,PASS,ok
Son of the Mask,2005,91788203,119303313,0.7693684332135856,FAIL,notalk
Star Wars: Episode III - Revenge of the Sith,2005,1466559183,137198810,10.689299586490582,FAIL,notalk
Stealth,2005,129484052,164638572,0.7864745814243336,FAIL,notalk
Strangers with Candy,2005,4951671,2386066,2.0752447752912118,PASS,ok
Thank You for Smoking,2005,77320681,8947748,8.641356573743472,FAIL,notalk
The 40 Year Old Virgin,2005,342172978,31018861,11.031126449162656,FAIL,men
The Adventures of Sharkboy and Lavagirl 3-D,2005,129567752,59651656,2.172073010009982,FAIL,notalk
The Amityville Horror,2005,208075765,22071113,9.427515730629443,PASS,ok
The Ballad of Jack and Rose,2005,2193453,1789550,1.2257008745215277,PASS,ok
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,1241372343,214745963,5.780655085003857,PASS,ok
The Constant Gardener,2005,136792696,30422345,4.496454694731783,PASS,ok
The Descent,2005,99086251,8351232,11.864866285597143,PASS,ok
The Devil's Rejects,2005,45317851,8351232,5.426486894388756,PASS,ok
The Exorcism of Emily Rose,2005,262061841,21474596,12.20334207917113,PASS,ok
The Fog,2005,79407853,21474596,3.6977577133465047,PASS,ok
The Hitchhiker's Guide to the Galaxy,2005,184965738,53686491,3.445293863590377,FAIL,notalk
The Island,2005,237220114,143163975,1.6569818908702416,PASS,ok
The Jacket,2005,25953373,34001444,0.7633020821115715,FAIL,men
The Legend of Zorro,2005,223157649,95442650,2.338133413102004,FAIL,notalk
The New World,2005,46404805,35790994,1.296549768916728,FAIL,dubious
The Ring Two,2005,283802841,59651656,4.757669108130041,PASS,ok
The Skeleton Key,2005,167221051,47721325,3.5041158433886737,PASS,ok
The Squid and the Whale,2005,22147654,1789550,12.37610237210472,FAIL,men
The Wedding Date,2005,94132739,17895497,5.260135496655947,PASS,ok
Transamerica,2005,30504027,1193033,25.568468768257038,PASS,ok
Tristram Shandy: A Cock and Bull Story,2005,5148148,5666907,0.9084581765679232,FAIL,men
V for Vendetta,2005,238299512,59651656,3.9948515762915284,PASS,ok
Waiting...,2005,41514949,1342162,30.9313994882883,PASS,ok
Walk the Line,2005,366531866,34597961,10.594030844765678,PASS,ok
War of the Worlds,2005,1003480314,157480373,6.372097645463413,FAIL,notalk
Water,2005,16282933,3579099,4.549450294613253,PASS,ok
White Noise,2005,176794052,11930331,14.81887233472399,FAIL,notalk
"Yours, Mine and Ours",2005,149987927,53686491,2.793774079963617,PASS,ok
Zathura: A Space Adventure,2005,103306027,77547153,1.3321704666578797,FAIL,nowomen
13 Going on 30,2004,189393078,36995786,5.119314886295428,PASS,ok
2046,2004,25459506,14798315,1.7204327654871518,PASS,ok
50 First Dates,2004,391047099,92489466,4.228017696631528,FAIL,men
A Cinderella Story,2004,149840437,23430665,6.3950569478074994,PASS,ok
A Home at the End of The World,2004,2543863,8015754,0.3173579179201358,FAIL,dubious
A Very Long Engagement,2004,81112527,67825608,1.1958982660354478,PASS,ok
Anchorman: The Legend of Ron Burgundy,2004,213962988,30829822,6.9401305009156395,FAIL,men
Around the World in 80 Days,2004,118396774,135651216,0.872802894741467,FAIL,notalk
AVP: Alien vs. Predator,2004,311781515,86323501,3.6117802381532234,FAIL,dubious
Banlieue 13,2004,15302083,18497893,0.8272338368483373,FAIL,nowomen
Before Sunset,2004,21071088,2466386,8.54330506254901,FAIL,nowomen
Bridget Jones: The Edge of Reason,2004,375010959,61659644,6.081951413796681,PASS,ok
Catwoman,2004,150878383,123319288,1.2234775714890602,PASS,ok
Cellular,2004,115278382,55493679,2.0773245543875367,PASS,ok
Closer,2004,184318268,43161751,4.270407565253782,PASS,ok
Collateral,2004,391958399,73991573,5.297338373925366,FAIL,nowomen
Connie and Carla,2004,19848302,24663858,0.8047525249293926,PASS,ok
Crash,2004,193003880,9006109,21.430329124375465,PASS,ok
D.E.B.S.,2004,238728,4316175,0.05531008358094841,PASS,ok
Dawn of the Dead,2004,200324340,34529401,5.801558503722668,PASS,ok
Dodgeball: A True Underdog Story,2004,347906450,36995786,9.403948060462886,PASS,ok
Ella Enchanted,2004,56513966,43161751,1.3093529500228107,PASS,ok
Eternal Sunshine of the Spotless Mind,2004,132395540,24663858,5.3679979831216995,FAIL,men
Eulogy,2004,173946,12331929,0.014105335831888102,PASS,ok
Finding Neverland,2004,205588931,30829822,6.6685085304741625,PASS,ok
Flight of the Phoenix,2004,67848250,92489466,0.733578135265696,FAIL,nowomen
Garden State,2004,77458223,3082982,25.124448666907558,PASS,ok
Harold and Kumar Go to White Castle,2004,44950288,11098736,4.050036688862588,PASS,ok
Harry Potter and the Prisoner of  Azkaban,2004,1290200302,160315074,8.047903854630663,PASS,ok
Hellboy,2004,196630034,73991573,2.6574652494548263,FAIL,notalk
Home on the Range,2004,156009768,135651216,1.1500801290273728,PASS,ok
I Heart Huckabees,2004,40472682,27130243,1.4917920934213527,PASS,ok
"I, Robot",2004,608459888,129485252,4.699067103024212,FAIL,notalk
In Good Company,2004,134392748,32063015,4.191519356492208,FAIL,notalk
Kinsey,2004,28629320,13565122,2.1105095848013753,PASS,ok
Kung Fu Hustle,2004,145651594,24663858,5.905466776527825,FAIL,nowomen
Layer Cake,2004,17499218,8015754,2.183103174074454,FAIL,notalk
Lemony Snicket's A Series of Unfortunate Events,2004,394935240,123319288,3.2025423306044387,PASS,ok
Maria Full of Grace,2004,25861019,3946217,6.553369720925129,PASS,ok
Mean Girls,2004,267603166,22197472,12.05556948106523,PASS,ok
Million Dollar Baby,2004,410047243,36995786,11.083620253398589,PASS,ok
Miracle,2004,158900353,34529401,4.601885593092101,FAIL,notalk
My Summer of Love,2004,7340446,2096428,3.5014062014054383,PASS,ok
Napoleon Dynamite,2004,111805791,493277,226.65924217022078,FAIL,notalk
New York Minute,2004,43450622,49327715,0.880856167775053,FAIL,notalk
Primer,2004,1221608,8632,141.52085264133456,FAIL,notalk
Raising Helen,2004,99673838,61659644,1.616516598765961,PASS,ok
Ray,2004,246797767,49327715,5.003227232398663,FAIL,dubious
Resident Evil: Apocalypse,2004,221580289,61659644,3.5936031190838533,PASS,ok
Saved!,2004,23571727,6165964,3.8228778176453835,PASS,ok
Saw,2004,195191482,1479831,131.90119817735945,FAIL,men
Secret Window,2004,172732811,49327715,3.501739559596466,FAIL,notalk
Shark Tale,2004,652651436,92489466,7.05649480125661,FAIL,notalk
Shaun of the Dead,2004,54106657,6165964,8.775052368129298,PASS,ok
Shrek 2,2004,1699628819,86323501,19.689062645872067,PASS,ok
Sideways,2004,223672156,20964279,10.669203362538726,PASS,ok
Sky Captain and the World of Tomorrow,2004,107893197,86323501,1.24987049586879,PASS,ok
Spanglish,2004,118865787,92489466,1.2851818930385002,PASS,ok
Spider-Man 2,2004,1427087159,246638575,5.786147438615391,FAIL,notalk
Team America: World Police,2004,102416259,24663858,4.152483321952308,FAIL,men
The Aviator,2004,391190552,135651216,2.883796869170712,FAIL,notalk
The Bourne Supremacy,2004,573033777,104821395,5.466763507583543,FAIL,men
The Butterfly Effect,2004,189876586,16031507,11.843963639849953,FAIL,men
The Chronicles of Riddick,2004,203384954,147983145,1.3743791835212045,FAIL,men
The Day After Tomorrow,2004,916336606,154149110,5.944481975925777,PASS,ok
The Grudge,2004,367048116,12331929,29.764047133258714,PASS,ok
The Incredibles,2004,1101917814,113453745,9.712485154192134,PASS,ok
The Life Aquatic with Steve Zissou,2004,72528331,61659644,1.1762690520885914,FAIL,men
The Notebook,2004,226017832,36995786,6.109285852177867,FAIL,dubious
The Phantom of the Opera,2004,258294212,67825608,3.808210786698735,FAIL,men
The Polar Express,2004,633860298,209642789,3.023525402536025,FAIL,notalk
The Princess Diaries 2: Royal Engagement,2004,267875229,55493679,4.827130473724764,PASS,ok
The Stepford Wives,2004,192005164,123319288,1.5569759371299645,PASS,ok
The Terminal,2004,364714226,92489466,3.943305565198095,FAIL,notalk
The Village,2004,458549396,88398934,5.187272914399624,PASS,ok
The Whole Ten Yards,2004,52593133,36995786,1.4215979355054114,FAIL,notalk
Troy,2004,761447079,184978932,4.1163989367178315,FAIL,notalk
Van Helsing,2004,518312312,209642789,2.472359361714082,PASS,ok
Vera Drake,2004,21097046,13565122,1.5552418916689434,PASS,ok
White Chicks,2004,222712160,24663858,9.029899539642177,PASS,ok
Wimbledon,2004,72177621,43161751,1.6722588710546058,PASS,ok
2 Fast 2 Furious,2003,460020181,96222609,4.780790978136958,FAIL,notalk
21 grams,2003,96116670,25321739,3.7958163141954824,FAIL,dubious
Big Fish,2003,240386529,88626087,2.7123676237674808,FAIL,notalk
Bon voyage,2003,13566709,25321739,0.5357731947241064,PASS,ok
Bruce Almighty,2003,919405705,102553043,8.965172345007842,PASS,ok
Charlie's Angels: Full Throttle,2003,415294663,151930435,2.73345273447022,PASS,ok
Cold Mountain,2003,325720149,101286957,3.2158153295098004,PASS,ok
Cradle 2 the Grave,2003,115331245,31652174,3.6437069061986076,FAIL,notalk
Daddy Day Care,2003,339861252,75965217,4.473906156287291,PASS,ok
Daredevil,2003,361247573,101286957,3.566575437743677,FAIL,nowomen
Darkness Falls,2003,82396132,8862609,9.297051466447408,FAIL,notalk
Dreamcatcher,2003,138472609,86093913,1.6083902354397575,FAIL,nowomen
Final Destination 2,2003,173825292,32918261,5.2805126005896845,PASS,ok
Finding Nemo,2003,1629447489,119012174,13.691435373661857,FAIL,notalk
Freaky Friday,2003,343166382,32918261,10.424802877648974,PASS,ok
Girl with a Pearl Earring,2003,69528322,15193043,4.576326283023092,PASS,ok
Goodbye Lenin!,2003,105652928,8102957,13.038811387003534,PASS,ok
Holes,2003,176958249,25321739,6.988392424390757,FAIL,men
Hollywood Homicide,2003,102952583,94956522,1.0842076018748876,FAIL,notalk
House of Sand and Fog,2003,36923411,20890435,1.767479279392698,PASS,ok
How to Lose a Guy in 10 Days,2003,358160165,63304348,5.657749843660028,FAIL,men
Hulk,2003,477829407,173453913,2.754791741135295,FAIL,notalk
Identity,2003,170054402,35450435,4.796962350391469,FAIL,notalk
In the Cut,2003,35970924,15193043,2.367591798430374,PASS,ok
Jeepers Creepers II,2003,90205660,31652174,2.8499040855771867,PASS,ok
Kill Bill: Vol. 1,2003,316770241,69634783,4.549023165621124,PASS,ok
Lara Croft Tomb Raider: The Cradle of Life,2003,281207429,113947826,2.4678612911842652,FAIL,nowomen
"Legally Blonde 2: Red, White & Blonde",2003,273447151,31652174,8.639126999617783,PASS,ok
Les triplettes de Belleville,2003,27526505,2532174,10.870700433698474,PASS,ok
Lost In Translation,2003,198948014,5064348,39.284033008790075,FAIL,dubious
Love Actually,2003,389246003,56973913,6.832004026123324,PASS,ok
Master and Commander: The Far Side of the World,2003,388484252,170921739,2.2728779514699413,FAIL,nowomen
Mona Lisa Smile,2003,259558296,82295652,3.153973383672809,PASS,ok
Monster,2003,117078737,6330435,18.49458007230151,PASS,ok
Mystic River,2003,312685980,37982609,8.232346019200524,PASS,ok
Peter Pan,2003,181902935,126608696,1.4367333425501831,PASS,ok
Pirates of the Caribbean: The Curse of the Black Pearl,2003,1190584275,158260870,7.522922596090872,FAIL,men
Pride and Prejudice,2003,201676473,35450435,5.688970332804097,PASS,ok
S.W.A.T.,2003,410253125,88626087,4.629033492136463,PASS,ok
Scary Movie 3,2003,335766365,56973913,5.893335165516892,PASS,ok
Secondhand Lions,2003,113914281,37982609,2.999116806325758,FAIL,notalk
Shanghai Knights,2003,188377350,63304348,2.975741097594118,FAIL,notalk
Shattered Glass,2003,6508565,7596522,0.8567822221800977,FAIL,men
Sinbad: Legend of the Seven Seas,2003,135789517,75965217,1.7875222682507443,FAIL,men
Something's Gotta Give,2003,495509065,101286957,4.892131027295054,FAIL,dubious
Spy Kids 3-D: Game Over,2003,354013899,50643478,6.990315692772917,PASS,ok
Swimming Pool,2003,41238264,9875478,4.175824603123008,PASS,ok
Terminator 3: Rise of the Machines,2003,738656137,215234783,3.4318622980189963,PASS,ok
The Core,2003,133247917,107617391,1.2381634210032093,PASS,ok
The Italian Job,2003,357528841,75965217,4.7064808753195555,FAIL,notalk
The Jungle Book 2,2003,232460125,25321739,9.180259104637324,FAIL,nowomen
The Last Samurai,2003,719037561,177252174,4.056579644546419,FAIL,nowomen
The League of Extraordinary Gentlemen,2003,311116065,98754783,3.150389839852111,FAIL,nowomen
The Lord of the Rings: The Return of the King,2003,1923508397,119012174,16.162282666981614,FAIL,notalk
The Matrix Reloaded,2003,1291574069,160793043,8.032524572596092,PASS,ok
The Matrix Revolutions,2003,713464711,139269565,5.122904713603435,PASS,ok
The Missing,2003,82490338,82295652,1.0023656899880933,PASS,ok
The School of Rock,2003,268945171,25321739,10.621117728130757,FAIL,dubious
Thirteen,2003,17860739,2532174,7.053519623848914,PASS,ok
Timeline,2003,58472863,101286957,0.5772990395989486,FAIL,notalk
Undead,2003,342408,949565,0.36059458804821154,PASS,ok
Underworld,2003,186974642,27853913,6.712688518844731,FAIL,dubious
Wrong Turn,2003,55793068,12660870,4.406732554713854,PASS,ok
X2 (X-Men 2),2003,788343278,158260870,4.981289929721731,PASS,ok
25th Hour,2002,49772552,5828306,8.539797327044942,FAIL,men
28 Days Later...,2002,165809553,10361434,16.002568080827423,PASS,ok
8 femmes,2002,58869587,10361434,5.681606136756746,PASS,ok
8 Mile,2002,465808809,53102348,8.771906074661707,FAIL,notalk
About Schmidt,2002,221253786,38855376,5.694290180077012,FAIL,notalk
Adaptation,2002,58279230,23960815,2.432272441484148,FAIL,dubious
All or Nothing,2002,477286,11656613,0.04094551307485288,PASS,ok
Antwone Fisher,2002,57565187,16189740,3.5556585220022066,FAIL,notalk
Austin Powers in Goldmember,2002,655174715,81596291,8.02946686633097,FAIL,notalk
Bend It Like Beckham,2002,141529189,7253004,19.5131822621358,PASS,ok
Blade II,2002,305682356,69939678,4.370657182608133,FAIL,notalk
Blue Crush,2002,118815649,38855376,3.0578947170656643,PASS,ok
Cabin Fever,2002,66714489,1942769,34.33989784683614,PASS,ok
Carrie,2002,155768974,38855376,4.008942649274582,PASS,ok
Catch Me If You Can,2002,667941536,67349319,9.917569263024026,FAIL,notalk
Chicago,2002,619581404,38855376,15.945834728249702,PASS,ok
Crossroads,2002,121991204,15542151,7.849055384933527,PASS,ok
Death to Smoochy,2002,21668189,64758961,0.3345975393274145,FAIL,men
Die Another Day,2002,767891394,183915449,4.175241384969242,FAIL,men
Drumline,2002,146091454,25903584,5.639816250909527,FAIL,notalk
Equilibrium,2002,8465145,25903584,0.32679435401680323,FAIL,notalk
Far from Heaven,2002,58192095,17484919,3.3281306593413444,PASS,ok
Frida,2002,105681022,15542151,6.799639380675171,FAIL,men
Funny Ha Ha,2002,199638,38855,5.1380259940805555,PASS,ok
Gangs of New York,2002,347277051,125632384,2.7642319594922276,FAIL,notalk
Gerry,2002,659720,9066255,0.07276653921602691,FAIL,nowomen
Harry Potter and the Chamber of Secrets,2002,1477757410,129517922,11.409675102724394,PASS,ok
High Crimes,2002,136413853,54397527,2.5077215918289815,PASS,ok
I Spy,2002,121540860,90662545,1.3405851335852088,FAIL,notalk
Ice Age,2002,728543163,84186649,8.653903815556312,FAIL,nowomen
Igby Goes Down,2002,12375346,11656613,1.0616588197617953,FAIL,men
Insomnia,2002,234279374,59578244,3.9322974003731965,FAIL,notalk
Lilo and Stitch,2002,507155303,103614337,4.894644097370425,PASS,ok
Maid in Manhattan,2002,333859788,71234857,4.686747500595109,PASS,ok
May,2002,832643,2266564,0.36735913920807,PASS,ok
Men in Black II,2002,818794953,181325090,4.515618621780361,FAIL,notalk
Minority Report,2002,635737978,132108280,4.812249300346655,FAIL,notalk
Mr Deeds,2002,385397396,64758961,5.951259718326858,FAIL,men
My Big Fat Greek Wedding,2002,768922942,6475896,118.73614739952588,PASS,ok
Panic Room,2002,377695933,62168602,6.075348662336014,PASS,ok
Phone Booth,2002,187028218,14246971,13.12757764439894,FAIL,notalk
Queen of the Damned,2002,78508076,45331273,1.7318745052670372,PASS,ok
Rabbit-Proof Fence,2002,29875288,9066255,3.295218146853359,PASS,ok
Real Women Have Curves,2002,15161870,3885538,3.9021288686405846,PASS,ok
Red Dragon,2002,387790697,101023979,3.8386005069152938,FAIL,notalk
Reign of Fire,2002,162172194,77710753,2.0868694194740334,FAIL,notalk
Resident Evil,2002,186385498,45331273,4.111631676436707,PASS,ok
Scooby-Doo,2002,556393874,108795054,5.114146769944155,PASS,ok
Signs,2002,824033660,91572563,8.998696039554993,FAIL,notalk
Snow Dogs,2002,256508586,41445735,6.189022489286292,FAIL,notalk
Solaris,2002,38777764,60873423,0.6370228925684038,FAIL,notalk
Spider-Man,2002,1586946504,180029911,8.81490467436825,FAIL,notalk
Spirit: Stallion of the Cimarron,2002,232783364,103614337,2.2466327608697627,FAIL,nowomen
Spun,2002,1855850,5828306,0.31842013785823875,PASS,ok
Spy Kids 2: Island of Lost Dreams,2002,266246872,49216810,5.40967348351102,PASS,ok
Star Trek: Nemesis,2002,143204385,77710753,1.842787252363904,FAIL,notalk
Star Wars: Episode II - Attack of the Clones,2002,1252920568,148945610,8.4119335104942,FAIL,dubious
The Adventures of Pluto Nash,2002,14902458,129517922,0.11506097202516884,FAIL,men
The Banger Sisters,2002,88555935,12951792,6.837349997591067,PASS,ok
The Bourne Identity,2002,433585799,77710753,5.579482661813867,FAIL,notalk
The Dangerous Lives of Altar Boys,2002,4608984,15542151,0.29654736979456703,FAIL,notalk
The Good Girl,2002,39987907,10361434,3.859302389997369,PASS,ok
The Hours,2002,179649726,32379480,5.548258526696538,PASS,ok
The Importance of Being Earnest,2002,21702388,19427688,1.1170854710040639,PASS,ok
The Lord of the Rings: The Two Towers,2002,1644356900,121746846,13.506361388614536,FAIL,notalk
The Powerpuff Girls,2002,36054351,32379480,1.1134938238662264,PASS,ok
The Quiet American,2002,50946975,25903584,1.9667925102564958,FAIL,men
The Ring,2002,488687321,62168602,7.860677339985866,PASS,ok
The Rules of Attraction,2002,23733928,5180717,4.581205265603197,FAIL,dubious
The Santa Clause 2,2002,404162886,84186649,4.800795503809636,FAIL,notalk
The Sweetest Thing,2002,89449886,55692706,1.6061328749226156,PASS,ok
The Transporter,2002,89659272,27198764,3.296446559115701,FAIL,nowomen
The Tuxedo,2002,200773016,77710753,2.5835937531064714,FAIL,nowomen
Treasure Planet,2002,168270401,129517922,1.299205533887426,FAIL,notalk
Tuck Everlasting,2002,49872966,19427688,2.5671076249525933,PASS,ok
Two Weeks Notice,2002,378708106,77710753,4.873303775604902,PASS,ok
We Were Soldiers,2002,249682652,90662545,2.753977974035474,PASS,ok
Whale Rider,2002,78581298,5569271,14.109799648822978,PASS,ok
White Oleander,2002,49236938,20722867,2.3759713363985786,PASS,ok
xXx,2002,529896672,90662545,5.844714286368202,FAIL,notalk
A Beautiful Mind,2001,642628972,102635985,6.261244260480376,FAIL,notalk
A Knight's Tale,2001,206201683,53949684,3.8221110433195493,FAIL,men
Along Came A Spider,2001,235822995,36843687,6.400635066734771,PASS,ok
American Outlaws,2001,34909356,46054609,0.7579991831002192,FAIL,notalk
Antitrust,2001,37936389,39475379,0.9610139271873742,FAIL,men
Artificial Intelligence: AI,2001,413855513,118426136,3.494629876296901,FAIL,notalk
Atlantis: The Lost Empire,2001,355412338,118426136,3.0011309158984973,FAIL,notalk
Black Hawk Down,2001,353080722,125005366,2.8245245248111988,FAIL,nowomen
Blow,2001,179314370,39475379,4.542435678704947,FAIL,notalk
Bridget Jones's Diary,2001,464530091,32896149,14.121108552858269,PASS,ok
Don't Say A Word,2001,209858822,65792298,3.18971716111816,PASS,ok
Donnie Darko,2001,11799258,5921307,1.9926779678878328,FAIL,dubious
Dr. Dolittle 2,2001,380348488,94740909,4.014617254727839,PASS,ok
Evolution,2001,179814385,105267677,1.7081633234862776,PASS,ok
From Hell,2001,131993394,46054609,2.86601920776268,FAIL,dubious
Ghost World,2001,19710657,7237153,2.7235374186506767,PASS,ok
Gosford Park,2001,108689152,23685227,4.588900583473403,PASS,ok
Hannibal,2001,677914029,114478598,5.921753418049372,PASS,ok
Harry Potter and the Sorcerer's Stone,2001,1700508418,164480745,10.338647347444834,PASS,ok
Hedwig and the Angry Inch,2001,8830921,7895076,1.1185352743912789,PASS,ok
High Heels and Low Lifes,2001,596846,13158460,0.04535834740539547,PASS,ok
Impostor,2001,16090788,52633838,0.30571185023596414,FAIL,nowomen
Jason X,2001,39571900,18421843,2.1480966915199526,PASS,ok
